Unnamed: 0,season,first_name,last_name,position,origin,originNIL,destination,destinationNIL,transfer_date,rating,stars,eligibility,Total Support_x,Ticket Sales_x,Contributions_x,Conf_x,School_x,Total Support_y,Ticket Sales_y,Contributions_y,Conf_y,School_y,Total Support,Ticket Sales,Contributions,Conf,School
2076,2022,Solomon,Turner,S,Hawai'i,,Illinois, CHECK FOR NAME ,2022-04-20T14:00:00.000Z,,3,Immediate,,,,,,,,,,,"56,656,994","15,693,517","40,963,477",Big Ten,Illinois
2077,2022,Jay,Hampton,CB,Mississippi State,,Southern Mississippi, CHECK FOR NAME ,2022-04-30T17:12:00.000Z,,3,Immediate,,,,,,,,,,,"9,128,806","3,324,383","5,804,423",Sun Belt,Southern Mississippi
2078,2022,Mike,Smith,CB,Appalachian State,"$1,925,394",none, none ,2021-11-30T16:45:00.000Z,0.82,3,Immediate,"11,715,090","5,407,791","6,307,299",Sun Belt,Appalachian State,"11,715,090","5,407,791","6,307,299",Sun Belt,Appalachian State,,,,,
2079,2022,Hunter,Kaupiko,LB,San Diego State,"$4,158,476",none, none ,2021-08-12T13:37:00.000Z,0.79,2,Immediate,"25,302,315","5,624,459","19,677,856",MW,San Diego State,"25,302,315","5,624,459","19,677,856",MW,San Diego State,,,,,
2080,2022,Dekalen,Goodson,TE,Houston,"$2,098,333",none, none ,2022-02-05T18:43:00.000Z,0.82,3,Immediate,"12,767,342","5,191,579","7,575,763",Big 12,Houston,"12,767,342","5,191,579","7,575,763",Big 12,Houston,,,,,
2081,2022,Daniel,Bethel,K,Tennessee,"$11,602,164",Samford, CHECK FOR NAME ,2022-04-29T20:39:00.000Z,,0,Immediate,"70,593,563","35,110,289","35,483,274",SEC,Tennessee,"70,593,563","35,110,289","35,483,274",SEC,Tennessee,,,,,
2082,2022,Kani,Walker,CB,Louisville,"$9,443,439",Oklahoma, CHECK FOR NAME ,2022-01-10T19:09:00.000Z,0.86,3,Immediate,"57,458,760","27,045,669","30,413,091",ACC,Louisville,"57,458,760","27,045,669","30,413,091",ACC,Louisville,"90,157,905","46,977,771","43,180,134",SEC,Oklahoma
2083,2022,Antonio,Oliver,CB,New Mexico State,"$680,038",none, none ,2022-03-30T14:55:00.000Z,,3,Immediate,"4,137,703","1,465,012","2,672,691",CUSA,New Mexico State,"4,137,703","1,465,012","2,672,691",CUSA,New Mexico State,,,,,
2084,2022,Cedric,Hillsman,DL,Ohio,"$509,427",none, none ,2022-06-20T14:35:00.000Z,,0,Immediate,"3,099,615","1,234,040","1,865,575",MAC,Ohio,"3,099,615","1,234,040","1,865,575",MAC,Ohio,,,,,
2085,2022,Allen,Horace,TE,UT San Antonio,,Navarro College, CHECK FOR NAME ,2022-06-11T14:18:00.000Z,,3,Immediate,,,,,,,,,,,,,,,
2086,2022,Anthony,Frederique,P,Troy,"$386,184",none, none ,2022-04-26T13:45:00.000Z,,0,Immediate,"2,349,746","778,536","1,571,210",Sun Belt,Troy,"2,349,746","778,536","1,571,210",Sun Belt,Troy,,,,,
2087,2022,Mason,Jolley,OLB,SMU,,none, none ,2022-04-28T20:34:00.000Z,,3,Immediate,,,,,,,,,,,,,,,
2088,2022,Naquan,Reynolds,S,Marshall,"$1,462,900",none, none ,2022-01-10T20:54:00.000Z,0.82,3,Immediate,"8,901,037","2,946,763","5,954,274",Sun Belt,Marshall,"8,901,037","2,946,763","5,954,274",Sun Belt,Marshall,,,,,
2089,2022,Trelon,Smith,RB,Arkansas,"$11,544,039",UT San Antonio, CHECK FOR NAME ,2022-01-19T20:01:00.000Z,0.89,3,Immediate,"70,239,900","48,073,959","22,165,941",SEC,Arkansas,"70,239,900","48,073,959","22,165,941",SEC,Arkansas,,,,,
2090,2022,Azizi,Hearn,CB,Wyoming,"$2,426,393",UCLA, CHECK FOR NAME ,2022-01-11T01:06:00.000Z,0.89,3,Immediate,"14,763,429","4,084,611","10,678,818",MW,Wyoming,"14,763,429","4,084,611","10,678,818",MW,Wyoming,"36,016,831","17,494,361","18,522,470",Big Ten,UCLA
2091,2022,Alex,Nobles,ATH,North Carolina,"$8,355,617",none, none ,2022-01-26T19:16:00.000Z,,0,Immediate,"50,839,894","30,224,001","20,615,893",ACC,North Carolina,"50,839,894","30,224,001","20,615,893",ACC,North Carolina,,,,,
2092,2022,Ben,Renfro,S,Utah,"$7,252,969",none, none ,2022-04-27T15:54:00.000Z,,3,Immediate,"44,130,809","15,286,819","28,843,990",Big 12,Utah,"44,130,809","15,286,819","28,843,990",Big 12,Utah,,,,,
2093,2022,Stephon,Wynn,DL,Alabama,"$15,995,406",Nebraska, CHECK FOR NAME ,2022-04-20T21:27:00.000Z,,4,Immediate,"97,324,316","44,211,016","53,113,300",SEC,Alabama,"97,324,316","44,211,016","53,113,300",SEC,Alabama,"48,517,435","38,946,701","9,570,734",Big Ten,Nebraska
2094,2022,AJ,Beatty,IOL,North Carolina,"$8,355,617",Albany, CHECK FOR NAME ,2021-08-09T19:37:00.000Z,,3,Immediate,"50,839,894","30,224,001","20,615,893",ACC,North Carolina,"50,839,894","30,224,001","20,615,893",ACC,North Carolina,,,,,
2095,2022,Dennis,Osagiede,DL,Stephen F. Austin,,Liberty, CHECK FOR NAME ,2022-04-29T05:00:00.000Z,,3,Immediate,,,,,,,,,,,,,,CUSA,Liberty
2096,2022,Jashon,Watkins,ATH,Memphis,"$2,634,877",none, none ,2022-01-10T14:38:00.000Z,,3,Immediate,"16,031,952","10,253,609","5,778,343",American,Memphis,"16,031,952","10,253,609","5,778,343",American,Memphis,,,,,
2097,2022,Ryan,Glover,QB,California,"$3,932,903",Memphis, CHECK FOR NAME ,2022-04-28T18:16:00.000Z,,3,Immediate,"23,929,814","8,073,384","15,856,430",ACC,California,"23,929,814","8,073,384","15,856,430",ACC,California,"16,031,952","10,253,609","5,778,343",American,Memphis
2098,2022,Henry,Chibueze,DL,Liberty,,Maryland, CHECK FOR NAME ,2022-04-27T16:25:00.000Z,,3,Immediate,,,,CUSA,Liberty,,,,CUSA,Liberty,"22,726,352","12,735,792","9,990,560",Big Ten,Maryland
2099,2022,Harrison,Leonard,K,Notre Dame,,none, none ,2022-04-29T14:51:00.000Z,,3,Immediate,,,,,,,,,,,,,,,
2100,2022,Ryan,Thaxton,DL,South Florida,"$2,235,939",none, none ,2022-01-31T21:19:00.000Z,,0,Immediate,"13,604,611","6,485,854","7,118,757",American,South Florida,"13,604,611","6,485,854","7,118,757",American,South Florida,,,,,
2101,2022,Chancellor,Bright,WR,Marshall,"$1,462,900",none, none ,2022-01-11T15:07:00.000Z,,3,Immediate,"8,901,037","2,946,763","5,954,274",Sun Belt,Marshall,"8,901,037","2,946,763","5,954,274",Sun Belt,Marshall,,,,,
2102,2022,Corey,Wren,RB,Florida State,"$10,034,191",TCU, CHECK FOR NAME ,2022-03-29T17:42:00.000Z,0.86,3,Immediate,"61,053,203","18,773,797","42,279,406",ACC,Florida State,"61,053,203","18,773,797","42,279,406",ACC,Florida State,,,,,
2103,2022,Tyreke,Young,EDGE,Temple,,none, none ,2022-04-28T18:51:00.000Z,,2,Immediate,,,,American,Temple,,,,American,Temple,,,,,
2104,2022,Walter,Wilbon III,RB,Ohio,"$509,427",Iowa Central C.C., CHECK FOR NAME ,2021-12-15T17:12:00.000Z,,3,Immediate,"3,099,615","1,234,040","1,865,575",MAC,Ohio,"3,099,615","1,234,040","1,865,575",MAC,Ohio,,,,,
2105,2022,Dexter,Carter Jr.,WR,Georgia Southern,"$844,462",none, none ,2022-02-03T16:16:00.000Z,,3,Immediate,"5,138,145","1,999,550","3,138,595",Sun Belt,Georgia Southern,"5,138,145","1,999,550","3,138,595",Sun Belt,Georgia Southern,,,,,
2106,2022,Monte',McGary,CB,Utah State,"$1,511,795",Kansas, CHECK FOR NAME ,2022-06-21T16:38:00.000Z,,0,Immediate,"9,198,542","2,718,827","6,479,715",MW,Utah State,"9,198,542","2,718,827","6,479,715",MW,Utah State,"45,195,526","17,933,864","27,261,662",Big 12,Kansas
2107,2022,Ivan,Shultz,IOL,Troy,"$386,184",none, none ,2022-04-27T13:46:00.000Z,,3,Immediate,"2,349,746","778,536","1,571,210",Sun Belt,Troy,"2,349,746","778,536","1,571,210",Sun Belt,Troy,,,,,
2108,2022,Seth,Smith,QB,Marshall,"$1,462,900",none, none ,2022-04-29T20:18:00.000Z,,3,Immediate,"8,901,037","2,946,763","5,954,274",Sun Belt,Marshall,"8,901,037","2,946,763","5,954,274",Sun Belt,Marshall,,,,,
2109,2022,Marcel,Murray,RB,Arkansas State,"$1,207,619",Arkansas State, CHECK FOR NAME ,2021-11-16T18:01:00.000Z,0.83,3,Immediate,"7,347,777","1,178,133","6,169,644",Sun Belt,Arkansas State,"7,347,777","1,178,133","6,169,644",Sun Belt,Arkansas State,"7,347,777","1,178,133","6,169,644",Sun Belt,Arkansas State
2110,2022,Chance,Bates,LB,Kennesaw State,,East Carolina, CHECK FOR NAME ,2022-05-01T15:41:00.000Z,,0,Immediate,,,,,,,,,,,"17,571,910","5,807,897","11,764,013",American,East Carolina
2111,2022,Christopher,Thomas,DL,Florida,"$15,802,237",none, none ,2022-06-28T14:29:00.000Z,0.86,3,Immediate,"96,148,974","34,784,702","61,364,272",SEC,Florida,"96,148,974","34,784,702","61,364,272",SEC,Florida,,,,,
2112,2022,Fortune,Woods,LB,Bowling Green,"$670,821",none, none ,2022-01-12T00:18:00.000Z,,2,Immediate,"4,081,620","1,201,307","2,880,313",MAC,Bowling Green,"4,081,620","1,201,307","2,880,313",MAC,Bowling Green,,,,,
2113,2022,DeJuan,Ellis,WR,Maryland,"$3,735,112",Rhode Island, CHECK FOR NAME ,2022-01-06T22:35:00.000Z,,3,Immediate,"22,726,352","12,735,792","9,990,560",Big Ten,Maryland,"22,726,352","12,735,792","9,990,560",Big Ten,Maryland,,,,,
2114,2022,Nadir,Thompson,CB,Virginia Tech,"$7,732,903",none, none ,2022-05-05T13:42:00.000Z,,3,Immediate,"47,050,980","21,168,159","25,882,821",ACC,Virginia Tech,"47,050,980","21,168,159","25,882,821",ACC,Virginia Tech,,,,,
2115,2022,Majik,Rector,WR,Kansas,"$7,427,957",Central Arkansas, CHECK FOR NAME ,2022-04-21T14:03:00.000Z,,3,Immediate,"45,195,526","17,933,864","27,261,662",Big 12,Kansas,"45,195,526","17,933,864","27,261,662",Big 12,Kansas,,,,,
2116,2022,Matt,Polk,WR,Oklahoma State,"$5,338,583",none, none ,2022-01-04T23:52:00.000Z,0.85,3,Immediate,"32,482,697","12,882,021","19,600,676",Big 12,Oklahoma State,"32,482,697","12,882,021","19,600,676",Big 12,Oklahoma State,,,,,
2117,2022,Joachim,Bangda,RB,Kent State,"$160,201",none, none ,2021-12-10T13:59:00.000Z,0.84,3,Immediate,"974,748","313,217","661,531",MAC,Kent State,"974,748","313,217","661,531",MAC,Kent State,,,,,
2118,2022,Matt,Rosso,OT,Rutgers,"$3,624,816",none, none ,2022-02-01T14:59:00.000Z,0.82,3,Immediate,"22,055,252","13,049,333","9,005,919",Big Ten,Rutgers,"22,055,252","13,049,333","9,005,919",Big Ten,Rutgers,,,,,
2119,2022,E.J.,Porter,LB,Coastal Carolina,"$367,676",none, none ,2021-12-20T14:51:00.000Z,,2,Immediate,"2,237,128","1,306,549","930,579",Sun Belt,Coastal Carolina,"2,237,128","1,306,549","930,579",Sun Belt,Coastal Carolina,,,,,
2120,2022,Austin,Reed,QB,West Florida,,Western Kentucky, CHECK FOR NAME ,2022-02-23T22:43:00.000Z,0.87,3,Immediate,,,,,,,,,,,"5,296,863","2,281,717","3,015,146",CUSA,Western Kentucky
2121,2022,Xavier,Carlton,EDGE,Utah,"$7,252,969",California, CHECK FOR NAME ,2022-01-03T18:49:00.000Z,0.9,4,Immediate,"44,130,809","15,286,819","28,843,990",Big 12,Utah,"44,130,809","15,286,819","28,843,990",Big 12,Utah,"23,929,814","8,073,384","15,856,430",ACC,California
2122,2022,Dematrius,Davis,QB,Auburn,"$11,588,953",Alabama State, CHECK FOR NAME ,2022-03-23T18:50:00.000Z,0.86,3,Immediate,"70,513,179","34,140,396","36,372,783",SEC,Auburn,"70,513,179","34,140,396","36,372,783",SEC,Auburn,,,,,
2123,2022,Evan,Olaes,QB,Colorado State,"$2,586,300",none, none ,2022-04-27T18:26:00.000Z,,3,Immediate,"15,736,383","4,742,234","10,994,149",MW,Colorado State,"15,736,383","4,742,234","10,994,149",MW,Colorado State,,,,,
2124,2022,Takulve,Williams,WR,Kansas,"$7,427,957",Northern Iowa, CHECK FOR NAME ,2022-04-04T19:48:00.000Z,,3,Immediate,"45,195,526","17,933,864","27,261,662",Big 12,Kansas,"45,195,526","17,933,864","27,261,662",Big 12,Kansas,,,,,
2125,2022,Tai,Marks,IOL,Colorado State,"$2,586,300",none, none ,2022-04-28T14:47:00.000Z,,3,Immediate,"15,736,383","4,742,234","10,994,149",MW,Colorado State,"15,736,383","4,742,234","10,994,149",MW,Colorado State,,,,,
2126,2022,Desmond,Dan,WR,Illinois,"$9,311,667",Southwest Minnesota State, CHECK FOR NAME ,2022-01-12T00:22:00.000Z,,2,Immediate,"56,656,994","15,693,517","40,963,477",Big Ten,Illinois,"56,656,994","15,693,517","40,963,477",Big Ten,Illinois,,,,,
2127,2022,Jared,Ivey,EDGE,Georgia Tech,"$4,281,809",Ole Miss, CHECK FOR NAME ,2022-01-28T18:58:00.000Z,0.9,4,Immediate,"26,052,739","12,303,309","13,749,430",ACC,Georgia Tech,"26,052,739","12,303,309","13,749,430",ACC,Georgia Tech,,,,,
2128,2022,Jason,Brooks,IOL,Vanderbilt,,Oklahoma State, CHECK FOR NAME ,2022-02-14T19:36:00.000Z,0.85,3,Immediate,,,,,,,,,,,"32,482,697","12,882,021","19,600,676",Big 12,Oklahoma State
2129,2022,Jared,Morrow,OT,Coastal Carolina,"$367,676",none, none ,2022-04-26T17:54:00.000Z,,3,Immediate,"2,237,128","1,306,549","930,579",Sun Belt,Coastal Carolina,"2,237,128","1,306,549","930,579",Sun Belt,Coastal Carolina,,,,,
2130,2022,Will,Bowers,DUAL,Liberty,,none, none ,2021-12-14T20:53:00.000Z,,2,Immediate,,,,CUSA,Liberty,,,,CUSA,Liberty,,,,,
2131,2022,Troy,Henderson,RB,Liberty,,none, none ,2022-04-25T15:10:00.000Z,,3,Immediate,,,,CUSA,Liberty,,,,CUSA,Liberty,,,,,
2132,2022,KD,Davis,LB,North Texas,"$607,493",North Texas, CHECK FOR NAME ,2022-06-23T19:27:00.000Z,0.89,3,Immediate,"3,696,302","1,337,778","2,358,524",American,North Texas,"3,696,302","1,337,778","2,358,524",American,North Texas,"3,696,302","1,337,778","2,358,524",American,North Texas
2133,2022,Max,Johnson,QB,LSU,"$20,137,141",Texas A&M, CHECK FOR NAME ,2021-12-08T23:07:00.000Z,0.92,4,Immediate,"122,524,769","46,594,942","75,929,827",SEC,LSU,"122,524,769","46,594,942","75,929,827",SEC,LSU,"104,828,397","50,624,287","54,204,110",SEC,Texas A&M
2134,2022,Austin,Beier,IOL,Minnesota,"$7,171,424",none, none ,2022-05-02T21:50:00.000Z,,3,Immediate,"43,634,648","19,252,536","24,382,112",Big Ten,Minnesota,"43,634,648","19,252,536","24,382,112",Big Ten,Minnesota,,,,,
2135,2022,Levi,Bell,DL,Louisiana Tech,,Texas State, CHECK FOR NAME ,2022-04-01T05:00:00.000Z,,0,Immediate,,,,CUSA,Louisiana Tech,,,,CUSA,Louisiana Tech,"3,644,980","1,191,968","2,453,012",Sun Belt,Texas State
2136,2022,Kienen,Gaskin,LB,Kansas State,"$7,121,436",none, none ,2022-04-27T14:20:00.000Z,,0,Immediate,"43,330,498","15,221,310","28,109,188",Big 12,Kansas State,"43,330,498","15,221,310","28,109,188",Big 12,Kansas State,,,,,
2137,2022,Christian,Gonzalez,S,Colorado,"$5,337,719",Oregon, CHECK FOR NAME ,2021-12-24T04:26:00.000Z,0.9,4,Immediate,"32,477,439","19,175,198","13,302,241",Big 12,Colorado,"32,477,439","19,175,198","13,302,241",Big 12,Colorado,"64,640,729","24,357,945","40,282,784",Big Ten,Oregon
2138,2022,Jonah,Morris,WR,Northern Colorado,,Illinois, CHECK FOR NAME ,2022-05-01T15:08:00.000Z,,3,Immediate,,,,,,,,,,,"56,656,994","15,693,517","40,963,477",Big Ten,Illinois
2139,2022,Dillon,Harris,LB,Connecticut,,none, none ,2021-09-16T13:31:00.000Z,,3,Immediate,,,,,,,,,,,,,,,
2140,2022,Chance,Main,EDGE,Incarnate Word,,Colorado, CHECK FOR NAME ,2022-01-14T17:39:00.000Z,,0,Immediate,,,,,,,,,,,"32,477,439","19,175,198","13,302,241",Big 12,Colorado
2141,2022,Mason,Brotherton,TE,Kansas,"$7,427,957",none, none ,2022-04-15T16:56:00.000Z,,3,Immediate,"45,195,526","17,933,864","27,261,662",Big 12,Kansas,"45,195,526","17,933,864","27,261,662",Big 12,Kansas,,,,,
2142,2022,Lincoln,Pare,RB,Arkansas State,"$1,207,619",none, none ,2022-04-26T13:43:00.000Z,,2,Immediate,"7,347,777","1,178,133","6,169,644",Sun Belt,Arkansas State,"7,347,777","1,178,133","6,169,644",Sun Belt,Arkansas State,,,,,
2143,2022,Malik,Wesley,WR,UNLV,,none, none ,2022-01-19T01:41:00.000Z,,2,Immediate,,,,,,,,,,,,,,,
2144,2022,Andrew,Vaught,IOL,Toledo,"$928,243",none, none ,2022-04-25T14:41:00.000Z,,3,Immediate,"5,647,912","1,933,429","3,714,483",MAC,Toledo,"5,647,912","1,933,429","3,714,483",MAC,Toledo,,,,,
2145,2022,Malik,Williams,CB,Nebraska,"$7,973,918",none, none ,2021-12-17T20:26:00.000Z,,3,Immediate,"48,517,435","38,946,701","9,570,734",Big Ten,Nebraska,"48,517,435","38,946,701","9,570,734",Big Ten,Nebraska,,,,,
2146,2022,James,Burns,WR,Miami (OH),,none, none ,2022-01-24T16:40:00.000Z,,2,Immediate,,,,,,,,,,,,,,,
2147,2022,Gerry,Bohanon,QB,Baylor,,South Florida, CHECK FOR NAME ,2022-04-27T16:33:00.000Z,0.89,3,Immediate,,,,,,,,,,,"13,604,611","6,485,854","7,118,757",American,South Florida
2148,2022,J.J.,Woodin,PRO,North Dakota State,,none, none ,2022-04-24T05:00:00.000Z,,0,Immediate,,,,,,,,,,,,,,,
2149,2022,Nathaniel,Peat,RB,Stanford,,Missouri, CHECK FOR NAME ,2022-01-11T15:08:00.000Z,0.89,3,Immediate,,,,,,,,,,,"43,485,183","13,929,479","29,555,704",SEC,Missouri
2150,2022,Robbie,Mangas,TE,Dartmouth,,Buffalo, CHECK FOR NAME ,2021-11-22T18:30:00.000Z,0.84,3,Immediate,,,,,,,,,,,"2,121,063","1,010,239","1,110,824",MAC,Buffalo
2151,2022,Jay,Bramblett,P,Notre Dame,,LSU, CHECK FOR NAME ,2022-01-17T16:01:00.000Z,0.83,3,Immediate,,,,,,,,,,,"122,524,769","46,594,942","75,929,827",SEC,LSU
2152,2022,Devin,Taylor,CB,Virginia Tech,"$7,732,903",Bowling Green, CHECK FOR NAME ,2021-08-19T15:09:00.000Z,,0,Immediate,"47,050,980","21,168,159","25,882,821",ACC,Virginia Tech,"47,050,980","21,168,159","25,882,821",ACC,Virginia Tech,"4,081,620","1,201,307","2,880,313",MAC,Bowling Green
2153,2022,Will,Nixon,WR,Nebraska,"$7,973,918",Washington, CHECK FOR NAME ,2022-04-06T15:22:00.000Z,0.85,3,Immediate,"48,517,435","38,946,701","9,570,734",Big Ten,Nebraska,"48,517,435","38,946,701","9,570,734",Big Ten,Nebraska,"57,235,798","29,198,790","28,037,008",Big Ten,Washington
2154,2022,Antoine,Booth,CB,Michigan State,"$13,035,471",none, none ,2022-04-19T13:36:00.000Z,,3,Immediate,"79,314,544","25,178,673","54,135,871",Big Ten,Michigan State,"79,314,544","25,178,673","54,135,871",Big Ten,Michigan State,,,,,
2155,2022,Quinton,Torbor,WR,Mississippi State,,Alabama State, CHECK FOR NAME ,2022-01-07T18:55:00.000Z,,3,Immediate,,,,,,,,,,,,,,,
2156,2022,Iverson,Clement,RB,Temple,,Temple, CHECK FOR NAME ,2021-10-13T13:24:00.000Z,0.79,2,Immediate,,,,American,Temple,,,,American,Temple,,,,American,Temple
2157,2022,Clayton,Franks,OT,Texas Tech,"$6,986,182",none, none ,2022-04-27T17:32:00.000Z,,3,Immediate,"42,507,539","13,560,519","28,947,020",Big 12,Texas Tech,"42,507,539","13,560,519","28,947,020",Big 12,Texas Tech,,,,,
2158,2022,Dorian,Hinton,IOL,Middle Tennessee,,Florida Atlantic, CHECK FOR NAME ,2022-01-26T00:32:00.000Z,,3,Immediate,,,,,,,,,,,"7,960,674","1,112,409","6,848,265",American,Florida Atlantic
2159,2022,Princeton,Pines,OT,Sam Houston State,"$238,669",Tulane, CHECK FOR NAME ,2022-01-14T00:00:00.000Z,0.87,3,Immediate,"1,452,185","307,512","1,144,673",CUSA,Sam Houston State,"1,452,185","307,512","1,144,673",CUSA,Sam Houston State,,,,American,Tulane
2160,2022,Christian,Burkhalter,EDGE,UCLA,"$5,919,423",Georgia Tech, CHECK FOR NAME ,2022-04-28T00:04:00.000Z,,3,Immediate,"36,016,831","17,494,361","18,522,470",Big Ten,UCLA,"36,016,831","17,494,361","18,522,470",Big Ten,UCLA,"26,052,739","12,303,309","13,749,430",ACC,Georgia Tech
2161,2022,Marquise,Freeman,EDGE,Washington State,"$3,216,991",none, none ,2022-01-13T18:56:00.000Z,,3,Immediate,"19,573,838","9,299,636","10,274,202",Pac-12,Washington State,"19,573,838","9,299,636","10,274,202",Pac-12,Washington State,,,,,
2162,2022,Louie,Cresto,EDGE,Oregon,"$10,623,807",Nevada, CHECK FOR NAME ,2022-04-29T22:59:00.000Z,,2,Immediate,"64,640,729","24,357,945","40,282,784",Big Ten,Oregon,"64,640,729","24,357,945","40,282,784",Big Ten,Oregon,"12,172,431","7,325,678","4,846,753",MW,Nevada
2163,2022,Connor,Vasher,IOL,Savannah State,,UMass, CHECK FOR NAME ,2022-02-01T06:00:00.000Z,,0,Immediate,,,,,,,,,,,,,,,
2164,2022,Nate,Thompson,S,Duke,,Akron, CHECK FOR NAME ,2022-01-09T11:05:00.000Z,0.87,3,Immediate,,,,,,,,,,,-,-,-,MAC,Akron
2165,2022,CJ,Harris,LB,Arkansas State,"$1,207,619",none, none ,2022-04-27T21:55:00.000Z,,0,Immediate,"7,347,777","1,178,133","6,169,644",Sun Belt,Arkansas State,"7,347,777","1,178,133","6,169,644",Sun Belt,Arkansas State,,,,,
2166,2022,George,Takacs,TE,Notre Dame,,Boston College, CHECK FOR NAME ,2022-02-07T18:48:00.000Z,0.87,3,Immediate,,,,,,,,,,,,,,,
2167,2022,Nicario,Harper,S,Southern Mississippi,"$1,500,334",Louisville, CHECK FOR NAME ,2022-03-07T06:00:00.000Z,,2,Immediate,"9,128,806","3,324,383","5,804,423",Sun Belt,Southern Mississippi,"9,128,806","3,324,383","5,804,423",Sun Belt,Southern Mississippi,"57,458,760","27,045,669","30,413,091",ACC,Louisville
2168,2022,Zachary,Dixon,LB,Georgia State,"$781,177",none, none ,2022-01-26T19:07:00.000Z,,2,Immediate,"4,753,087","606,809","4,146,278",Sun Belt,Georgia State,"4,753,087","606,809","4,146,278",Sun Belt,Georgia State,,,,,
2169,2022,Da'Shawn,Elder,S,Virginia Tech,"$7,732,903",Middle Tennessee, CHECK FOR NAME ,2022-04-25T17:30:00.000Z,,3,Immediate,"47,050,980","21,168,159","25,882,821",ACC,Virginia Tech,"47,050,980","21,168,159","25,882,821",ACC,Virginia Tech,,,,,
2170,2022,Charlie,Jones,WR,Iowa,"$9,698,730",Purdue, CHECK FOR NAME ,2022-05-25T18:20:00.000Z,,2,Immediate,"59,012,087","26,416,829","32,595,258",Big Ten,Iowa,"59,012,087","26,416,829","32,595,258",Big Ten,Iowa,"33,529,207","16,617,614","16,911,593",Big Ten,Purdue
2171,2022,Cole,Harrity,WR,New Mexico State,"$680,038",Buffalo, CHECK FOR NAME ,2022-04-18T19:11:00.000Z,,2,Immediate,"4,137,703","1,465,012","2,672,691",CUSA,New Mexico State,"4,137,703","1,465,012","2,672,691",CUSA,New Mexico State,"2,121,063","1,010,239","1,110,824",MAC,Buffalo
2172,2022,Blake,Nelson,TE,Louisville,"$9,443,439",none, none ,2022-04-21T17:27:00.000Z,,3,Immediate,"57,458,760","27,045,669","30,413,091",ACC,Louisville,"57,458,760","27,045,669","30,413,091",ACC,Louisville,,,,,
2173,2022,Paul,Akere,WDE,Columbia,,Virginia, CHECK FOR NAME ,2021-12-02T11:52:00.000Z,0.88,3,Immediate,,,,,,,,,,,"77,761,952","15,114,983","62,646,969",ACC,Virginia
2174,2022,Cobe,Bryant,OT,SMU,,UNLV, CHECK FOR NAME ,2021-11-29T15:31:00.000Z,0.81,3,Immediate,,,,,,,,,,,,,,,
2175,2022,Kasen,Kinchen,CB,Washington,"$9,406,794",none, none ,2022-04-18T20:52:00.000Z,,3,Immediate,"57,235,798","29,198,790","28,037,008",Big Ten,Washington,"57,235,798","29,198,790","28,037,008",Big Ten,Washington,,,,,
2176,2022,Jarrett,Lucombe,DL,Western Kentucky,"$870,548",none, none ,2022-04-27T20:44:00.000Z,,3,Immediate,"5,296,863","2,281,717","3,015,146",CUSA,Western Kentucky,"5,296,863","2,281,717","3,015,146",CUSA,Western Kentucky,,,,,
2177,2022,Jacob,Copeland,WR,Florida,"$15,802,237",Maryland, CHECK FOR NAME ,2021-12-09T19:34:00.000Z,0.9,4,Immediate,"96,148,974","34,784,702","61,364,272",SEC,Florida,"96,148,974","34,784,702","61,364,272",SEC,Florida,"22,726,352","12,735,792","9,990,560",Big Ten,Maryland
2178,2022,Quentin,Bivens,DL,Ole Miss,,Southern Mississippi, CHECK FOR NAME ,2021-12-14T22:16:00.000Z,0.86,3,Immediate,,,,,,,,,,,"9,128,806","3,324,383","5,804,423",Sun Belt,Southern Mississippi
2179,2022,Jake,Bailey,WR,Rice,,SMU, CHECK FOR NAME ,2022-03-10T18:51:00.000Z,0.88,3,Immediate,,,,American,Rice,,,,American,Rice,,,,,
2180,2022,Caylin,Newton,QB,Auburn,"$11,588,953",none, none ,2022-01-15T00:55:00.000Z,,3,Immediate,"70,513,179","34,140,396","36,372,783",SEC,Auburn,"70,513,179","34,140,396","36,372,783",SEC,Auburn,,,,,
2181,2022,Kingsley,Suamataia,OT,Oregon,"$10,623,807",BYU, CHECK FOR NAME ,2021-10-26T23:56:00.000Z,0.96,4,Immediate,"64,640,729","24,357,945","40,282,784",Big Ten,Oregon,"64,640,729","24,357,945","40,282,784",Big Ten,Oregon,,,,,
2182,2022,Brian,Ugwu,LB,Rutgers,"$3,624,816",none, none ,2022-04-29T13:53:00.000Z,,3,Immediate,"22,055,252","13,049,333","9,005,919",Big Ten,Rutgers,"22,055,252","13,049,333","9,005,919",Big Ten,Rutgers,,,,,
2183,2022,Daylen,Gill,LB,Ole Miss,,Southern Mississippi, CHECK FOR NAME ,2021-11-29T22:53:00.000Z,0.81,3,Immediate,,,,,,,,,,,"9,128,806","3,324,383","5,804,423",Sun Belt,Southern Mississippi
2184,2022,Anthony,Torres,TE,Western Michigan,"$827,015",Toledo, CHECK FOR NAME ,2021-12-15T22:53:00.000Z,,3,Immediate,"5,031,984","1,460,058","3,571,926",MAC,Western Michigan,"5,031,984","1,460,058","3,571,926",MAC,Western Michigan,"5,647,912","1,933,429","3,714,483",MAC,Toledo
2185,2022,Theodore,Knox,WR,Mississippi State,,SMU, CHECK FOR NAME ,2022-01-20T20:17:00.000Z,0.88,3,Immediate,,,,,,,,,,,,,,,
