Player Id,Player College GSIS,Name,Unnamed: 7,Conf,Team,#,POS,S,OFF,OFF%,Run,Pass,RBLK,PBLK,OFF GRD,PASS GRD,REC GRD,RUSH GRD,PBLK GRD,RBLK GRD,KEY,PEN
175337,423285,Anthony Ferrucci,boston-college-eagles,ACC,BOSTON COL,33,HB,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,0,0-0
190183,447448,Brady Clough,boston-college-eagles,ACC,BOSTON COL,84,TE,2024,5,0.0,0,0,5,0,44.6,,,,,44.7,2,0-0
190203,398276,Bryant Worrell,boston-college-eagles,ACC,BOSTON COL,S46,LS,2024,2,0.0,0,0,1,1,60.0,,,,63.8,60.0,1,0-0
190190,431391,Danny Edgehille,boston-college-eagles,ACC,BOSTON COL,86,TE,2024,19,0.0,0,1,18,0,47.8,,59.9,,,46.0,5,0-0
175341,431395,Datrell Jones,boston-college-eagles,ACC,BOSTON COL,26,HB,2024,13,0.0,10,2,1,0,75.6,,59.1,73.3,,60.0,5,0-0
97422,325507,Dino Tomlin,boston-college-eagles,ACC,BOSTON COL,13,WR,2024,160,0.0002,0,80,80,0,51.8,,51.1,,,58.2,4,0-0
143829,362249,Drew Kendall,boston-college-eagles,ACC,BOSTON COL,66,C,2024,777,0.0011,0,0,412,365,79.4,,,,81.5,75.9,126,1-1
123530,362193,Dwayne Allick,boston-college-eagles,ACC,BOSTON COL,53,G,2024,411,0.0006,0,0,223,188,56.4,,,,34.7,59.6,94,0-0
175334,431390,Eryx Daugherty,boston-college-eagles,ACC,BOSTON COL,56,G,2024,96,0.0001,0,0,39,57,58.8,,,,76.1,53.5,18,1-0
145214,361993,Grayson James,boston-college-eagles,ACC,BOSTON COL,14,QB,2024,396,0.0006,18,207,171,0,68.9,64.8,,68.9,,60.2,106,0-0
162680,446906,Ismael Zamor,boston-college-eagles,ACC,BOSTON COL,82,WR,2024,29,0.0,0,11,18,0,57.6,,52.7,,,75.8,1,0-0
98524,349064,Jack Conley,boston-college-eagles,ACC,BOSTON COL,67,G,2024,596,0.0009,0,4,324,268,59.3,,54.4,,57.1,57.9,126,1-0
162663,398366,Jack Funke,boston-college-eagles,ACC,BOSTON COL,72,G,2024,31,0.0,0,0,24,7,80.6,,,,82.5,78.3,11,0-0
174006,431401,Jacobe Robinson,boston-college-eagles,ACC,BOSTON COL,16,QB,2024,34,0.0,3,6,25,0,65.5,74.1,,55.0,,60.0,6,0-0
175343,422357,Jaedn Skeete,boston-college-eagles,ACC,BOSTON COL,06,WR,2024,285,0.0004,0,182,103,0,61.3,,60.2,,,67.3,26,0-0
122895,348549,Jay Brunelle,boston-college-eagles,ACC,BOSTON COL,85,WR,2024,10,0.0,0,1,9,0,59.7,,59.9,,,61.1,0,0-0
157184,385461,Jayden McGowan,boston-college-eagles,ACC,BOSTON COL,02,WR,2024,39,0.0001,2,24,13,0,59.5,,55.2,68.1,,60.7,6,0-0
144761,373379,Jerand Bradley,boston-college-eagles,ACC,BOSTON COL,09,WR,2024,170,0.0002,0,101,69,0,60.7,,60.4,,,60.2,9,0-0
156225,386294,Jeremiah Franklin,boston-college-eagles,ACC,BOSTON COL,17,TE,2024,570,0.0008,0,197,334,39,70.5,,74.6,,52.3,57.6,136,1-0
190197,439292,John Montague,boston-college-eagles,ACC,BOSTON COL,08,WR,2024,89,0.0001,3,70,16,0,57.3,,53.5,73.2,,61.7,7,1-0
158449,385969,Jordan McDonald,boston-college-eagles,ACC,BOSTON COL,24,HB,2024,80,0.0001,52,19,2,7,84.8,,63.5,83.8,23.4,60.0,35,0-0
156223,394627,Jude Bowry,boston-college-eagles,ACC,BOSTON COL,71,T,2024,728,0.0011,0,0,393,335,70.5,,,,76.3,64.7,144,1-0
99713,337541,Kamari Morales,boston-college-eagles,ACC,BOSTON COL,88,TE,2024,575,0.0008,0,215,333,27,61.4,,62.2,,40.8,58.9,108,2-1
123537,362222,Kevin Cline,boston-college-eagles,ACC,BOSTON COL,79,T,2024,172,0.0002,0,0,81,91,69.5,,,,73.2,67.8,34,1-0
145532,362216,Kye Robichaux,boston-college-eagles,ACC,BOSTON COL,05,HB,2024,409,0.0006,174,158,39,38,69.7,,55.3,72.2,45.7,54.4,92,0-0
143817,362209,Lewis Bond,boston-college-eagles,ACC,BOSTON COL,11,WR,2024,778,0.0011,2,395,381,0,72.1,,72.5,63.0,,65.0,76,2-0
162659,395334,Liam Connor,boston-college-eagles,ACC,BOSTON COL,S95,K,2024,2,0.0,0,1,1,0,59.4,,59.3,,,60.0,0,0-0
151098,377377,Logan Taylor,boston-college-eagles,ACC,BOSTON COL,65,G,2024,766,0.0011,0,0,383,383,64.8,,,,68.3,64.2,156,3-0
143833,394980,Luke McLaughlin,boston-college-eagles,ACC,BOSTON COL,83,WR,2024,34,0.0,0,17,17,0,61.5,,61.1,,,60.6,2,0-0
162672,425432,Matt Ragan,boston-college-eagles,ACC,BOSTON COL,87,TE,2024,37,0.0001,0,6,30,1,59.0,,47.5,,66.8,70.5,11,0-0
175333,431389,Michael Crounse,boston-college-eagles,ACC,BOSTON COL,77,G,2024,11,0.0,0,0,10,1,73.4,,,,63.8,71.4,2,0-0
175346,431404,Montrell Wade,boston-college-eagles,ACC,BOSTON COL,23,WR,2024,20,0.0,0,4,16,0,57.9,,56.9,,,63.2,0,0-0
143826,386304,Otto Hess,boston-college-eagles,ACC,BOSTON COL,62,C,2024,27,0.0,0,0,22,5,62.6,,,,80.6,60.5,4,0-0
123552,360975,Ozzy Trapilo,boston-college-eagles,ACC,BOSTON COL,70,T,2024,772,0.0011,0,1,410,361,76.7,,57.7,,80.5,69.9,125,0-0
175339,424641,Reed Harris,boston-college-eagles,ACC,BOSTON COL,04,TE,2024,635,0.0009,0,305,330,0,58.9,,59.3,,,53.9,54,1-0
175342,428696,Ryan Mickow,boston-college-eagles,ACC,BOSTON COL,58,T,2024,88,0.0001,0,0,35,53,79.9,,,,69.9,81.0,15,0-0
156220,386290,Sam Candotti,boston-college-eagles,ACC,BOSTON COL,S43,P,2024,1,0.0,1,0,0,0,60.0,,,60.0,,,1,0-0
175344,433931,Sam Stone,boston-college-eagles,ACC,BOSTON COL,S87,K,2024,1,0.0,0,1,0,0,27.5,44.4,,,,,1,0-0
158433,385922,Thomas Castellanos,boston-college-eagles,ACC,BOSTON COL,01,QB,2024,450,0.0007,60,208,182,0,66.7,74.8,,50.9,,60.0,136,2-0
99619,340279,Treshaun Ward,boston-college-eagles,ACC,BOSTON COL,00,HB,2024,268,0.0004,79,150,29,10,65.8,,65.2,66.1,29.0,62.6,56,0-0
190199,428698,Turbo Richard,boston-college-eagles,ACC,BOSTON COL,27,HB,2024,115,0.0002,56,33,20,6,78.2,,61.2,80.1,13.7,56.2,41,0-0
146294,383921,Bastian Swinney,california-golden-bears,ACC,CAL,76,G,2024,661,0.001,0,0,257,404,59.5,,,,63.7,57.4,125,6-2
126117,420376,Ben Marshall,california-golden-bears,ACC,CAL,89,TE,2024,18,0.0,0,6,12,0,56.7,,54.2,,,63.2,3,0-0
158392,412524,Braden Miller,california-golden-bears,ACC,CAL,77,G,2024,38,0.0001,0,0,9,29,69.2,,,,87.3,72.0,4,1-0
86353,362119,Byron Cardwell,california-golden-bears,ACC,CAL,21,HB,2024,62,0.0001,24,22,11,5,60.2,,46.0,64.8,28.5,55.7,17,0-0
130594,351762,CJ Harris,california-golden-bears,ACC,CAL,16,QB,2024,74,0.0001,10,43,21,0,58.2,53.8,,64.0,,60.0,22,0-0
98683,330413,Chandler Rogers,california-golden-bears,ACC,CAL,07,QB,2024,98,0.0001,24,41,33,0,60.8,56.0,55.8,63.3,,60.0,26,0-0
157703,398458,Cole Boscia,california-golden-bears,ACC,CAL,82,WR,2024,6,0.0,0,0,6,0,60.7,,,,,61.0,0,0-0
129504,350431,Corey Dyches,california-golden-bears,ACC,CAL,10,TE,2024,329,0.0005,0,182,112,35,58.5,,63.4,,75.7,35.8,64,1-1
176549,407831,David Bird,california-golden-bears,ACC,CAL,S45,LS,2024,1,0.0,0,1,0,0,60.0,,60.0,,,,0,0-0
188167,448181,EJ Caminong,california-golden-bears,ACC,CAL,18,QB,2024,35,0.0001,2,27,6,0,33.9,28.9,,61.6,,60.0,15,0-0
158323,407850,Fernando Mendoza,california-golden-bears,ACC,CAL,15,QB,2024,754,0.0011,24,492,238,0,77.6,75.6,54.1,66.3,,60.2,233,2-0
176569,445042,Frederick Williams III,california-golden-bears,ACC,CAL,54,T,2024,327,0.0005,0,1,111,215,60.7,,59.1,,62.0,59.7,52,3-1
146347,387168,J.T. Byrne,california-golden-bears,ACC,CAL,88,TE,2024,63,0.0001,0,8,51,4,67.9,,53.4,,71.7,79.0,11,1-0
158317,407836,Jack Endries,california-golden-bears,ACC,CAL,87,TE,2024,688,0.001,0,313,287,88,76.9,,85.3,,77.2,48.2,151,1-0
176564,407866,Jaivian Thomas,california-golden-bears,ACC,CAL,25,HB,2024,377,0.0005,102,180,29,66,72.7,,53.0,80.0,40.3,61.8,69,0-0
188184,434167,Jamaal Wiley,california-golden-bears,ACC,CAL,28,HB,2024,8,0.0,6,2,0,0,65.5,,58.5,64.8,,,3,0-0
188180,0,Jayden Parker,california-golden-bears,ACC,CAL,24,HB,2024,2,0.0,0,0,2,0,60.0,,,,,60.0,0,0-0
158325,387671,Jaydn Ott,california-golden-bears,ACC,CAL,01,HB,2024,440,0.0006,120,199,32,89,68.8,,64.3,70.8,53.5,60.1,88,1-0
146300,364243,Jeffrey Johnson,california-golden-bears,ACC,CAL,86,TE,2024,69,0.0001,0,19,40,10,60.6,,62.7,,73.7,53.8,11,1-0
156940,385537,Jonathan Brady,california-golden-bears,ACC,CAL,06,WR,2024,487,0.0007,5,333,149,0,62.4,,62.0,57.2,,64.9,36,0-0
158320,393478,Jordan King,california-golden-bears,ACC,CAL,80,WR,2024,106,0.0002,0,64,42,0,53.5,,53.1,,,61.2,4,0-0
183262,434164,Josiah Martin,california-golden-bears,ACC,CAL,17,WR,2024,136,0.0002,5,86,45,0,65.8,,63.4,73.1,,62.7,16,1-1
172271,407504,Kadarius Calloway,california-golden-bears,ACC,CAL,02,HB,2024,65,0.0001,26,25,3,11,56.1,,53.0,57.9,47.4,59.7,16,1-0
156480,393503,Kyion Grayes,california-golden-bears,ACC,CAL,03,WR,2024,16,0.0,0,12,4,0,62.5,,62.0,,,60.0,1,0-0
123268,348722,Lachlan Wilson,california-golden-bears,ACC,CAL,S37,P,2024,1,0.0,0,1,0,0,48.4,48.8,,,,,1,0-0
158330,396661,Mason Starling,california-golden-bears,ACC,CAL,09,WR,2024,140,0.0002,0,87,53,0,61.2,,60.7,,,61.9,10,0-0
147018,371994,Matthew Wykoff,california-golden-bears,ACC,CAL,74,G,2024,314,0.0005,0,0,133,181,62.0,,,,56.7,61.4,55,0-0
71443,364238,Mavin Anderson,california-golden-bears,ACC,CAL,11,WR,2024,222,0.0003,0,134,88,0,58.0,,57.5,,,60.1,15,0-0
174168,406493,Mikey Matthews,california-golden-bears,ACC,CAL,08,WR,2024,404,0.0006,7,274,123,0,64.7,50.1,65.1,58.9,,62.4,40,1-0
174222,429986,Nick Morrow,california-golden-bears,ACC,CAL,52,T,2024,672,0.001,0,1,242,429,59.6,,59.1,,59.1,56.4,94,2-0
176556,429982,Nyziah Hunter,california-golden-bears,ACC,CAL,13,WR,2024,539,0.0008,1,332,206,0,72.3,,72.2,63.4,,68.1,57,2-0
147657,367692,Rush Reimer,california-golden-bears,ACC,CAL,63,G,2024,782,0.0011,0,0,298,484,61.4,,,,73.5,54.6,122,3-0
105283,330603,Ryan Coe,california-golden-bears,ACC,CAL,S40,K,2024,1,0.0,0,1,0,0,59.5,,60.0,,,,0,0-0
176559,407844,Ryan McCulloch,california-golden-bears,ACC,CAL,D43,ED,2024,1,0.0,0,1,0,0,60.0,,60.0,,,,0,0-0
158334,387691,Sioape Vatikani,california-golden-bears,ACC,CAL,71,G,2024,225,0.0003,0,0,79,146,55.6,,,,66.0,49.6,38,0-0
102316,362261,T.J. Session,california-golden-bears,ACC,CAL,72,T,2024,861,0.0012,0,0,322,539,64.1,,,,68.6,58.8,150,2-1
156980,393481,Tobias Merriweather,california-golden-bears,ACC,CAL,05,WR,2024,172,0.0002,0,118,54,0,57.0,,57.2,,,53.4,16,1-0
158327,399721,Trent Ramsey,california-golden-bears,ACC,CAL,68,G,2024,10,0.0,0,0,9,1,64.7,,,,67.3,64.1,3,0-0
188182,444073,Trevor Rogers,california-golden-bears,ACC,CAL,19,WR,2024,54,0.0001,0,37,17,0,54.8,,54.6,,,62.7,1,0-0
146290,387641,Trond Grizzell,california-golden-bears,ACC,CAL,83,WR,2024,367,0.0005,0,251,116,0,65.7,,67.7,,,39.9,39,1-0
98528,325264,Victor Stoffel,california-golden-bears,ACC,CAL,78,T,2024,186,0.0003,0,0,81,105,51.1,,,,49.8,50.5,34,0-0
97835,330856,Will McDonald,california-golden-bears,ACC,CAL,66,C,2024,704,0.001,0,0,239,465,66.4,,,,72.6,63.1,82,5-1
131849,351702,Xavier Carlton,california-golden-bears,ACC,CAL,D44,ED,2024,1,0.0,0,1,0,0,59.5,,60.0,,,,0,0-0
156252,407369,Adam Randall,clemson-tigers,ACC,CLEMSON,08,WR,2024,243,0.0004,4,145,94,0,62.0,,58.7,71.8,,79.0,27,2-0
156241,388741,Antonio Williams,clemson-tigers,ACC,CLEMSON,00,WR,2024,740,0.0011,5,465,270,0,74.1,89.7,72.6,79.3,,59.3,92,1-0
144134,412117,Banks Pope,clemson-tigers,ACC,CLEMSON,44,TE,2024,31,0.0,0,3,24,4,67.8,,53.5,,57.4,71.5,9,0-0
144109,361771,Barrett Carter,clemson-tigers,ACC,CLEMSON,D00,LB,2024,1,0.0,1,0,0,0,64.8,,,62.4,,,1,0-0
156248,388731,Blake Miller,clemson-tigers,ACC,CLEMSON,78,T,2024,935,0.0014,0,0,356,579,75.1,,,,76.4,68.6,173,1-0
183206,428374,Bryant Wesco Jr.,clemson-tigers,ACC,CLEMSON,12,WR,2024,497,0.0007,0,332,165,0,70.8,,71.5,,,51.7,52,0-0
170026,412143,Bryce Smith,clemson-tigers,ACC,CLEMSON,62,G,2024,6,0.0,0,0,5,1,55.1,,,,70.6,54.7,3,0-0
156253,388502,Cade Klubnik,clemson-tigers,ACC,CLEMSON,02,QB,2024,930,0.0013,72,573,284,1,89.3,87.7,51.6,67.4,62.2,60.1,308,2-1
162688,412122,Chapman Pendergrass,clemson-tigers,ACC,CLEMSON,65,G,2024,39,0.0001,0,0,23,16,62.7,,,,71.6,60.5,7,0-0
170013,412136,Charlie Johnson,clemson-tigers,ACC,CLEMSON,85,WR,2024,8,0.0,0,3,5,0,56.7,,57.0,,,60.7,1,0-0
183193,431621,Chase Byrd,clemson-tigers,ACC,CLEMSON,29,WR,2024,2,0.0,0,1,1,0,59.2,,59.9,,,60.0,0,0-0
189360,431619,Christian Bentancur,clemson-tigers,ACC,CLEMSON,87,TE,2024,17,0.0,0,10,6,1,53.0,,55.5,,67.4,53.7,3,0-0
170032,412111,Christopher Vizzina,clemson-tigers,ACC,CLEMSON,17,QB,2024,85,0.0001,9,43,33,0,59.6,55.1,,64.1,,60.0,18,0-0
189371,431632,Clark Sanderson,clemson-tigers,ACC,CLEMSON,20,WR,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,0,0-0
156234,393200,Clay Swinney,clemson-tigers,ACC,CLEMSON,88,WR,2024,23,0.0,0,7,16,0,53.0,,56.9,,,45.4,2,0-0
175348,431633,Colby Shaw,clemson-tigers,ACC,CLEMSON,35,QB,2024,2,0.0,0,0,2,0,60.0,,,,,60.0,0,0-0
156239,400132,Cole Turner,clemson-tigers,ACC,CLEMSON,22,WR,2024,296,0.0004,4,172,120,0,61.7,,60.8,71.9,,60.1,25,2-1
156251,388507,Collin Sadler,clemson-tigers,ACC,CLEMSON,50,G,2024,97,0.0001,0,0,34,63,59.0,,,,57.9,57.5,15,1-0
183196,431623,David Eziomume,clemson-tigers,ACC,CLEMSON,24,HB,2024,36,0.0001,11,15,7,3,67.4,,53.4,70.7,43.3,57.6,8,0-0
122144,348639,DeMonte Capehart,clemson-tigers,ACC,CLEMSON,D19,DI,2024,2,0.0,0,0,2,0,62.0,,,,,69.2,1,0-0
144133,367034,Dietrick Pennington,clemson-tigers,ACC,CLEMSON,59,G,2024,30,0.0,0,0,13,17,62.8,,,,63.6,62.1,3,0-0
183194,447548,Dominic Cardone,clemson-tigers,ACC,CLEMSON,63,G,2024,1,0.0,0,0,1,0,60.0,,,,,60.0,1,0-0
183204,431636,Elyjah Thurmon,clemson-tigers,ACC,CLEMSON,52,T,2024,143,0.0002,0,0,73,70,59.8,,,,67.6,61.6,32,2-0
99604,336534,Hampton Earle,clemson-tigers,ACC,CLEMSON,83,WR,2024,43,0.0001,0,11,32,0,55.5,,53.9,,,62.2,0,0-0
170024,412120,Harris Sewell,clemson-tigers,ACC,CLEMSON,73,G,2024,523,0.0008,0,0,225,298,61.6,,,,57.6,60.6,104,1-0
144113,367038,Jackson Crosby,clemson-tigers,ACC,CLEMSON,82,WR,2024,17,0.0,0,5,12,0,70.2,,69.2,,,61.4,2,0-0
158109,431628,Jackson Hall,clemson-tigers,ACC,CLEMSON,57,G,2024,10,0.0,0,0,7,3,59.7,,,,74.0,58.5,2,0-0
124831,361561,Jake Briningstool,clemson-tigers,ACC,CLEMSON,09,TE,2024,709,0.001,0,430,254,25,59.0,,61.2,,54.7,50.9,125,2-0
170018,412140,Jake Norris,clemson-tigers,ACC,CLEMSON,79,G,2024,2,0.0,0,0,2,0,60.0,,,,,60.0,0,0-0
170007,412132,Jarvis Green,clemson-tigers,ACC,CLEMSON,21,HB,2024,28,0.0,9,14,3,2,68.6,,80.8,64.9,75.6,59.5,6,0-0
170010,412134,Jay Haynes,clemson-tigers,ACC,CLEMSON,26,HB,2024,151,0.0002,43,73,15,20,72.1,,61.3,76.8,39.5,55.6,27,0-0
156238,393316,Josh Sapp,clemson-tigers,ACC,CLEMSON,05,TE,2024,111,0.0002,0,63,46,2,57.4,,60.7,,76.9,49.7,24,2-0
156236,393308,Keith Adams Jr.,clemson-tigers,ACC,CLEMSON,19,HB,2024,100,0.0001,29,35,19,17,68.6,,40.7,72.6,75.6,64.0,22,0-0
144140,361800,Marcus Tate,clemson-tigers,ACC,CLEMSON,74,G,2024,657,0.0009,0,0,259,398,72.1,,,,70.9,71.4,104,0-0
170006,412131,Markus Dixon,clemson-tigers,ACC,CLEMSON,84,TE,2024,28,0.0,0,5,21,2,51.1,,55.8,,24.2,56.9,5,0-0
162683,412124,Mason Johnstone,clemson-tigers,ACC,CLEMSON,70,T,2024,4,0.0,0,0,4,0,51.7,,,,,44.5,2,0-0
183205,431637,Mason Wade,clemson-tigers,ACC,CLEMSON,76,T,2024,28,0.0,0,0,17,11,46.5,,,,60.5,43.9,6,0-0
170014,416176,Misun Kelley,clemson-tigers,ACC,CLEMSON,18,WR,2024,79,0.0001,0,42,37,0,53.0,,52.9,,,58.3,6,0-0
156250,412130,Nathan Brooks,clemson-tigers,ACC,CLEMSON,67,G,2024,61,0.0001,0,0,36,25,64.9,,,,87.5,60.2,10,0-0
170012,412137,Noble Johnson,clemson-tigers,ACC,CLEMSON,03,WR,2024,49,0.0001,0,21,28,0,55.6,,54.9,,,63.5,1,0-0
170022,412125,Olsen Patt-Henry,clemson-tigers,ACC,CLEMSON,11,TE,2024,308,0.0004,0,106,164,38,62.9,,59.5,,71.9,61.9,57,0-0
189364,431626,Parker Fulghum,clemson-tigers,ACC,CLEMSON,13,WR,2024,1,0.0,0,1,0,0,59.1,,59.9,,,,0,0-0
98363,340832,Paul Tyson,clemson-tigers,ACC,CLEMSON,15,QB,2024,4,0.0,1,0,3,0,60.2,,,60.0,,60.0,0,0-0
144131,361567,Payton Page,clemson-tigers,ACC,CLEMSON,D55,DI,2024,2,0.0,0,0,2,0,56.2,,,,,49.9,2,0-0
170034,407374,Peter Woods,clemson-tigers,ACC,CLEMSON,D11,ED,2024,5,0.0,0,0,5,0,79.0,,,,,82.9,4,0-0
170027,412113,Peyton Streko,clemson-tigers,ACC,CLEMSON,23,HB,2024,2,0.0,2,0,0,0,70.9,,,68.0,,,2,0-0
144123,367025,Phil Mafah,clemson-tigers,ACC,CLEMSON,07,HB,2024,694,0.001,216,341,54,83,72.9,,44.4,80.8,59.3,51.4,144,2-2
183201,436388,Ronan O'Connell,clemson-tigers,ACC,CLEMSON,77,G,2024,7,0.0,0,0,5,2,60.2,,,,71.3,59.4,0,0-0
144122,361566,Ryan Linthicum,clemson-tigers,ACC,CLEMSON,53,C,2024,973,0.0014,0,0,373,600,66.2,,,,65.6,63.8,167,1-1
156249,412123,Sam Judy,clemson-tigers,ACC,CLEMSON,69,T,2024,11,0.0,0,0,7,4,55.7,,,,74.4,52.3,1,0-0
189369,428349,T.J. Moore,clemson-tigers,ACC,CLEMSON,01,WR,2024,539,0.0008,0,362,177,0,68.2,,68.3,,,55.8,64,1-0
122150,348210,Trent Howard,clemson-tigers,ACC,CLEMSON,75,G,2024,171,0.0002,0,0,69,102,61.1,,,,62.1,58.9,31,0-0
156233,416177,Trent Pearman,clemson-tigers,ACC,CLEMSON,14,QB,2024,16,0.0,3,5,8,0,67.2,57.7,,67.9,,60.0,4,0-0
144121,367035,Tristan Leigh,clemson-tigers,ACC,CLEMSON,71,T,2024,756,0.0011,0,1,292,463,62.2,,65.3,,60.8,61.3,152,3-2
170016,412138,Tristan Martinez,clemson-tigers,ACC,CLEMSON,86,WR,2024,3,0.0,0,1,2,0,58.9,,59.9,,,60.0,0,0-0
144135,361564,Tristen Rigby,clemson-tigers,ACC,CLEMSON,31,HB,2024,2,0.0,1,0,1,0,58.4,,,59.4,,60.0,0,0-0
144139,367023,Troy Stellato,clemson-tigers,ACC,CLEMSON,10,WR,2024,314,0.0005,1,196,117,0,65.1,,64.2,63.2,,62.9,29,0-0
170003,407355,Tyler Brown,clemson-tigers,ACC,CLEMSON,06,WR,2024,76,0.0001,0,54,22,0,53.2,,54.6,,,44.7,6,0-0
122156,348220,Walker Parks,clemson-tigers,ACC,CLEMSON,64,G,2024,711,0.001,0,0,258,453,57.0,,,,49.3,56.9,143,1-1
122140,393186,Will Boggs,clemson-tigers,ACC,CLEMSON,68,T,2024,15,0.0,0,0,11,4,65.2,,,,76.7,62.8,3,0-0
144137,367027,Wise Segars Jr.,clemson-tigers,ACC,CLEMSON,32,HB,2024,2,0.0,2,0,0,0,65.6,,,64.1,,,1,0-0
144120,368326,Zach Jackson,clemson-tigers,ACC,CLEMSON,89,WR,2024,8,0.0,0,0,8,0,60.9,,,,,61.3,0,0-0
129571,349967,Al Wooten II,duke-blue-devils,ACC,DUKE,25,HB,2024,12,0.0,2,4,4,2,55.4,,56.9,55.3,75.8,60.0,0,0-0
189397,436443,Bradley Smith,duke-blue-devils,ACC,DUKE,63,C,2024,8,0.0,0,0,8,0,60.8,,,,,60.6,2,0-0
162699,386182,Brian Parker II,duke-blue-devils,ACC,DUKE,53,T,2024,880,0.0013,0,0,365,515,78.9,,,,85.5,68.8,143,3-1
131791,359523,Bruno Fina,duke-blue-devils,ACC,DUKE,75,T,2024,830,0.0012,0,1,339,490,47.0,,59.2,,36.8,51.5,158,2-0
170044,431397,Caleb Dorris,duke-blue-devils,ACC,DUKE,66,T,2024,8,0.0,0,0,8,0,83.7,,,,,83.8,3,0-0
138412,352657,Caleb Krings,duke-blue-devils,ACC,DUKE,71,G,2024,828,0.0012,0,0,351,477,68.5,,,,72.0,65.4,159,2-0
189398,436445,Chase Tyler,duke-blue-devils,ACC,DUKE,11,WR,2024,31,0.0,0,9,22,0,56.8,,55.8,,,63.9,1,0-0
97995,325529,Eli Pancol,duke-blue-devils,ACC,DUKE,04,WR,2024,702,0.001,0,406,295,1,70.9,,70.9,,62.1,65.3,78,2-0
143064,356727,Eric Schon,duke-blue-devils,ACC,DUKE,64,G,2024,106,0.0002,0,0,46,60,59.3,,,,77.0,53.7,19,0-0
189374,436442,Gemyel Allen,duke-blue-devils,ACC,DUKE,76,C,2024,8,0.0,0,0,8,0,56.7,,,,,56.5,2,0-0
170054,412222,Grayson Loftis,duke-blue-devils,ACC,DUKE,12,QB,2024,2,0.0,2,0,0,0,70.4,,,65.5,,,1,0-0
162693,393410,Henry Belin IV,duke-blue-devils,ACC,DUKE,03,QB,2024,84,0.0001,12,51,21,0,56.4,53.3,50.9,64.8,,60.0,24,0-0
108577,373496,Jack Purcell,duke-blue-devils,ACC,DUKE,73,T,2024,8,0.0,0,0,8,0,70.2,,,,,71.0,1,0-0
162702,412256,Jake Taylor,duke-blue-devils,ACC,DUKE,15,TE,2024,428,0.0006,0,208,150,70,35.7,,41.3,,34.5,43.8,85,3-0
122374,348371,James Hopson II,duke-blue-devils,ACC,DUKE,10,WR,2024,3,0.0,0,0,3,0,60.1,,,,,60.0,0,0-0
131777,385035,James Pogorelc,duke-blue-devils,ACC,DUKE,78,T,2024,3,0.0,0,0,2,1,60.0,,,,64.4,60.0,1,0-0
143866,362167,Jaquez Moore,duke-blue-devils,ACC,DUKE,09,HB,2024,104,0.0002,32,48,3,21,61.4,49.9,38.2,67.5,87.3,59.9,15,0-0
97278,337602,Javon Harvey,duke-blue-devils,ACC,DUKE,07,WR,2024,211,0.0003,0,121,90,0,54.2,,55.0,,,55.2,15,1-1
162696,395954,Jeremiah Hasley,duke-blue-devils,ACC,DUKE,85,TE,2024,56,0.0001,0,28,22,6,43.8,,40.7,,74.4,45.1,14,0-0
122384,348397,Jontavis Robertson,duke-blue-devils,ACC,DUKE,01,WR,2024,138,0.0002,0,86,52,0,54.2,,55.5,,,44.6,7,0-0
143865,362166,Jordan Moore,duke-blue-devils,ACC,DUKE,08,WR,2024,681,0.001,0,403,278,0,74.3,,74.7,,,59.0,77,1-0
143870,368377,Justin Pickett,duke-blue-devils,ACC,DUKE,77,G,2024,733,0.0011,0,0,306,427,70.6,,,,83.5,66.6,146,2-1
157302,406904,Maalik Murphy,duke-blue-devils,ACC,DUKE,06,QB,2024,805,0.0012,18,464,322,1,73.7,72.2,60.0,59.1,62.2,60.1,194,1-0
162694,407383,Matt Craycraft,duke-blue-devils,ACC,DUKE,72,C,2024,881,0.0013,0,0,366,515,68.5,,,,76.1,63.0,145,0-0
148757,375106,Micah Sahakian,duke-blue-devils,ACC,DUKE,52,G,2024,165,0.0002,0,4,72,89,52.5,,52.8,,75.4,46.2,32,1-0
143090,358314,Mike Barr,duke-blue-devils,ACC,DUKE,62,G,2024,25,0.0,0,0,16,9,67.3,,,,80.5,65.6,5,0-0
122369,348495,Nicky Dalmolin,duke-blue-devils,ACC,DUKE,81,TE,2024,331,0.0005,0,146,143,42,56.2,,55.7,,63.7,55.7,90,0-0
170051,407414,Peyton Jones,duke-blue-devils,ACC,DUKE,05,HB,2024,230,0.0003,84,101,7,38,64.8,,72.4,65.5,25.5,59.6,50,0-0
170041,426797,Que'Sean Brown,duke-blue-devils,ACC,DUKE,14,WR,2024,308,0.0004,1,185,122,0,72.6,60.0,75.0,55.8,,56.7,37,1-0
170040,412224,Quran Boyd,duke-blue-devils,ACC,DUKE,13,HB,2024,7,0.0,2,3,2,0,57.7,,64.1,56.9,,60.0,1,0-0
143854,365944,Sahmir Hagans,duke-blue-devils,ACC,DUKE,02,WR,2024,480,0.0007,0,299,181,0,63.4,,66.7,,,39.0,58,1-1
170052,412255,Spencer Jones,duke-blue-devils,ACC,DUKE,83,WR,2024,8,0.0,0,0,8,0,69.8,,,,,80.7,1,0-0
156926,385668,Star Thomas,duke-blue-devils,ACC,DUKE,17,HB,2024,535,0.0008,221,223,17,74,70.0,,58.7,73.8,29.3,42.8,142,0-0
