Player Id,Player College GSIS,Name,Unnamed: 7,Conf,Team,#,POS,S,ST,KRET,KCOV,PRET,PCOV,FGBLK,FGXP,ST GRD,KOFF GRD,PUNT GRD,FGXP.1,KEY,PEN,TKL,AST,MT
99859,336546,Aidan Swanson,clemson-tigers,ACC,CLEMSON,S39,P,2024,58,0,0,0,57,0,0,63.2,,68.7,,57,0-0,0,0,0
156241,388741,Antonio Williams,clemson-tigers,ACC,CLEMSON,00,WR,2024,73,3,2,65,1,0,0,61.1,,66.7,,8,0-0,0,0,0
144124,388504,Armon Mason,clemson-tigers,ACC,CLEMSON,D34,ED,2024,8,0,0,2,0,6,0,60.6,,,,0,0-0,0,0,0
189365,428324,Ashton Hampton,clemson-tigers,ACC,CLEMSON,D23,CB,2024,146,3,73,26,14,27,0,70.9,,,,3,0-0,2,0,0
122352,379138,Austin Randall,clemson-tigers,ACC,CLEMSON,D35,CB,2024,45,0,8,35,0,1,0,68.1,,,,1,0-0,0,0,0
170031,407373,Avieon Terrell,clemson-tigers,ACC,CLEMSON,D20,CB,2024,183,1,63,58,9,48,0,70.8,,,,6,0-0,2,0,0
144109,361771,Barrett Carter,clemson-tigers,ACC,CLEMSON,D00,LB,2024,111,0,0,0,60,48,0,54.5,,,,1,1-0,0,0,0
189372,447551,Billy Wilkes,clemson-tigers,ACC,CLEMSON,D43,LB,2024,1,0,1,0,0,0,0,60.0,,,,0,0-0,0,0,0
156248,388731,Blake Miller,clemson-tigers,ACC,CLEMSON,78,T,2024,90,0,0,0,1,0,87,65.6,,,,0,0-0,0,0,0
162687,393314,Boston Miller,clemson-tigers,ACC,CLEMSON,D36,S,2024,3,0,2,1,0,0,0,60.8,,,,0,0-0,0,0,0
170028,412114,Branden Strozier,clemson-tigers,ACC,CLEMSON,D01,CB,2024,31,0,23,2,0,4,0,62.2,,,,2,0-0,0,0,0
156232,393310,Brodey Conn,clemson-tigers,ACC,CLEMSON,40,P,2024,2,0,1,0,1,0,0,61.6,,,,0,0-0,0,0,0
183206,428374,Bryant Wesco Jr.,clemson-tigers,ACC,CLEMSON,12,WR,2024,2,1,0,0,1,0,0,60.0,,,,0,0-0,0,0,0
122152,314220,Bubba McAtee,clemson-tigers,ACC,CLEMSON,D39,S,2024,6,0,4,2,0,0,0,61.7,,,,0,0-0,0,0,0
144114,384493,Cade Denhoff,clemson-tigers,ACC,CLEMSON,D44,ED,2024,210,65,0,54,60,19,9,65.4,61.8,,,7,0-0,1,0,0
156253,388502,Cade Klubnik,clemson-tigers,ACC,CLEMSON,02,QB,2024,1,0,0,0,1,0,0,60.0,,60.0,,0,0-0,0,0,0
156229,391378,Caden Story,clemson-tigers,ACC,CLEMSON,D93,DI,2024,6,0,0,0,0,3,1,59.9,,,,0,0-0,0,0,0
