Unnamed: 0,season,first_name,last_name,position,origin,origin21%,origin22%,origin23%,originNIL,destination,destination21%,destination22%,destination23%,destinationNIL,transfer_date,rating,stars,eligibility
3240,2022.0,Craig,Burt,WR,Western Kentucky,64.0,64.0,62.0,870548,Western Kentucky,64.0,64.0,62.0,870548,2021-11-23T20:59:00.000Z,0.81,3.0,Immediate
3241,2022.0,Jamason,Jodway,RB,Akron,17.0,17.0,17.0,0,none,,,,0,2021-09-09T18:50:00.000Z,,0.0,Immediate
3242,2022.0,Joriell,Washington,S,Illinois,42.0,62.0,42.0,9311667,Louisiana Tech,25.0,25.0,25.0,0,2022-06-02T22:16:00.000Z,,3.0,Immediate
3243,2022.0,Robby,Ashford,QB,Auburn,46.0,42.0,46.0,11588953,Auburn,46.0,42.0,46.0,11588953,2022-01-05T20:41:00.000Z,0.81,3.0,Immediate
3244,2022.0,Terrell,Bynum,WR,Washington,33.0,85.0,93.0,9406794,USC,,,,0,2021-12-24T04:26:00.000Z,0.88,3.0,Immediate
3245,2022.0,Matt,Valecce,QB,Colorado State,25.0,25.0,42.0,2586300,Albany,,,,0,2022-01-03T22:35:00.000Z,,3.0,Immediate
3246,2022.0,Bo,Nix,QB,Auburn,46.0,42.0,46.0,11588953,Oregon,71.0,77.0,86.0,10623807,2021-12-13T20:53:00.000Z,0.88,3.0,Immediate
3247,2022.0,Jordan,Morris,CB,Coastal Carolina,85.0,69.0,62.0,367676,Sam Houston State,,,,238669,2022-01-13T15:31:00.000Z,,2.0,Immediate
3248,2022.0,Javaughn,Williams,WR,Kent State,50.0,42.0,8.0,160201,none,,,,0,2022-01-26T20:53:00.000Z,0.78,2.0,Immediate
3249,2022.0,Tee,Hodge,RB,Tennessee,54.0,85.0,69.0,11602164,Indiana State,,,,0,2021-08-29T17:15:00.000Z,,3.0,Immediate
3250,2022.0,Sebastien,Dolcine,OG,Florida Atlantic,42.0,42.0,33.0,1308349,none,,,,0,2021-10-22T17:45:00.000Z,,3.0,Immediate
3251,2022.0,Brian,Kilbane Jr,OT,Bowling Green,33.0,46.0,54.0,670821,none,,,,0,2021-10-11T22:07:00.000Z,,3.0,Immediate
3252,2022.0,Coye,Fairman,WR,Memphis,50.0,54.0,77.0,2634877,none,,,,0,2021-09-07T16:11:00.000Z,,3.0,Immediate
3253,2022.0,Shakari,Denson,ATH,Ohio,25.0,71.0,77.0,509427,none,,,,0,2021-10-20T15:52:00.000Z,,3.0,Immediate
3254,2022.0,Payne,He'Bert,OT,Northwestern,25.0,8.0,62.0,0,UTSA,86.0,79.0,69.0,1058313,2021-11-30T00:39:00.000Z,0.8,3.0,Immediate
3255,2022.0,Timothy,Lawson,OT,Louisville,46.0,62.0,71.0,9443439,none,,,,0,2022-05-02T12:17:00.000Z,,3.0,Immediate
3256,2022.0,Rowan,McGwin,OT,Buffalo,33.0,54.0,25.0,348600,none,,,,0,2021-11-29T19:17:00.000Z,0.79,2.0,Immediate
3257,2022.0,Gleson,Sprewell,S,Houston,86.0,62.0,33.0,2098333,none,,,,0,2022-01-20T20:53:00.000Z,0.82,3.0,Immediate
3258,2022.0,Tyler,Murray,LB,Charlotte,42.0,25.0,25.0,0,Memphis,50.0,54.0,77.0,2634877,2022-01-11T22:34:00.000Z,,2.0,Immediate
3259,2022.0,Casey,Tawa,WR,Rice,33.0,38.0,46.0,0,none,,,,0,2022-01-24T15:52:00.000Z,,3.0,Immediate
3260,2022.0,Mar'Keise,Irving,RB,Minnesota,69.0,69.0,46.0,7171424,Oregon,71.0,77.0,86.0,10623807,2022-04-12T14:04:00.000Z,0.91,4.0,Immediate
3261,2022.0,Jehlani,Galloway,WR,Boston College,50.0,25.0,54.0,0,Western Michigan,62.0,42.0,33.0,827015,2022-01-19T15:02:00.000Z,,3.0,Immediate
3262,2022.0,Brady,McBride,QB,Texas State,33.0,33.0,62.0,599058,Appalachian State,71.0,50.0,64.0,1925394,2022-03-25T00:34:00.000Z,,3.0,Immediate
3263,2022.0,Kameron,Allen,TE,Michigan State,85.0,42.0,33.0,13035471,SMU,67.0,54.0,79.0,0,2021-12-20T16:04:00.000Z,0.83,3.0,Immediate
3264,2022.0,Grayson,Murphy,EDGE,North Texas,46.0,50.0,42.0,607493,UCLA,67.0,69.0,62.0,5919423,2022-01-27T20:53:00.000Z,0.89,3.0,Immediate
3265,2022.0,Jacob,Coleman,TE,East Carolina,57.99999999999999,62.0,17.0,2887971,Middle Tennessee,54.0,62.0,33.0,0,2022-04-14T00:14:00.000Z,,3.0,Immediate
3266,2022.0,McKade,Mettauer,IOL,California,42.0,33.0,46.0,3932903,Oklahoma,85.0,46.0,77.0,14817595,2021-12-20T20:54:00.000Z,0.9,4.0,Immediate
3267,2022.0,D.J.,Taylor,LB,Wake Forest,79.0,62.0,33.0,0,Bowling Green,33.0,46.0,54.0,670821,2021-12-27T21:35:00.000Z,,3.0,Immediate
3268,2022.0,Marist,Talavou,IOL,Utah,71.0,71.0,62.0,7252969,San Jose State,42.0,57.99999999999999,54.0,1001536,2022-04-28T22:24:00.000Z,,3.0,Immediate
3269,2022.0,Grant,Wells,QB,Marshall,54.0,69.0,46.0,1462900,Virginia Tech,46.0,27.0,54.0,7732903,2022-01-03T16:16:00.000Z,0.87,3.0,Immediate
3270,2022.0,Shauntavis,Vardaman,OT,UAB,69.0,54.0,33.0,1240957,none,,,,0,2021-12-07T16:48:00.000Z,,0.0,Immediate
3271,2022.0,C.J.,Hayes,WR,Michigan State,85.0,42.0,33.0,13035471,Syracuse,42.0,54.0,46.0,0,2021-12-06T20:54:00.000Z,0.81,3.0,Immediate
3272,2022.0,Noah,Bean,TE,UNLV,17.0,42.0,64.0,2772864,none,,,,0,2021-12-07T20:54:00.000Z,,3.0,Immediate
3273,2022.0,Khoury,Bethley,S,Hawai'i,,,,0,Arizona State,62.0,25.0,25.0,5689877,2022-01-15T23:06:00.000Z,0.89,3.0,Immediate
3274,2022.0,Jacob,Brammer,OT,North Texas,46.0,50.0,42.0,607493,Vanderbilt,17.0,42.0,17.0,0,2022-01-26T20:59:00.000Z,0.86,3.0,Immediate
3275,2022.0,Emani,Bailey,RB,Louisiana,93.0,46.0,46.0,1284835,TCU,42.0,87.0,42.0,0,2022-01-06T17:39:00.000Z,0.9,4.0,Immediate
3276,2022.0,Shermond,Dabney,S,Bowling Green,33.0,46.0,54.0,670821,none,,,,0,2022-02-18T15:36:00.000Z,,2.0,Immediate
3277,2022.0,Rhett,Reilly,QB,BYU,77.0,62.0,42.0,0,none,,,,0,2021-12-31T21:06:00.000Z,,0.0,Immediate
3278,2022.0,Jakari,Norwood,RB,Illinois,42.0,62.0,42.0,9311667,Temple,25.0,25.0,25.0,0,2022-01-24T22:32:00.000Z,0.84,3.0,Immediate
3279,2022.0,Izayah,Green-May,LB,Wisconsin,69.0,54.0,54.0,8982406,Northern Illinois,,,,506195,2021-12-15T06:09:00.000Z,0.8,3.0,Immediate
3280,2022.0,Kilohana,Haasenritter,WR,Hawai'i,,,,0,none,,,,0,2021-12-01T14:46:00.000Z,,3.0,Immediate
3281,2022.0,Noah,Hamlin,S,Toledo,54.0,64.0,79.0,928243,none,,,,0,2021-11-01T20:24:00.000Z,0.78,2.0,Immediate
3282,2022.0,Jack,Wardzala,EDGE,Bowling Green,33.0,46.0,54.0,670821,none,,,,0,2021-11-29T22:32:00.000Z,0.79,2.0,Immediate
3283,2022.0,Ben,Bertram,EDGE,New Mexico,25.0,17.0,33.0,1776472,none,,,,0,2022-01-06T20:17:00.000Z,,0.0,Immediate
3284,2022.0,Bradley,Jennings Jr.,LB,Miami,57.99999999999999,42.0,54.0,0,Indiana,17.0,33.0,25.0,13631160,2021-11-08T18:45:00.000Z,0.83,3.0,Immediate
3285,2022.0,Kaulana,Makaula,LB,USC,,,,0,Hawai'i,,,,0,2022-01-27T20:32:00.000Z,0.82,3.0,Immediate
3286,2022.0,Elijah,Johnson,OT,Colorado State,25.0,25.0,42.0,2586300,none,,,,0,2021-12-16T17:43:00.000Z,,3.0,Immediate
3287,2022.0,Chris,Conti,LB,Rutgers,38.0,33.0,54.0,3624816,Rice,33.0,38.0,46.0,0,2022-01-27T16:04:00.000Z,,3.0,Immediate
3288,2022.0,Shannon,Bishop,CB,Western Kentucky,64.0,64.0,62.0,870548,Minnesota,69.0,69.0,46.0,7171424,2021-12-14T14:39:00.000Z,0.88,3.0,Immediate
3289,2022.0,Jakolby,Longino,QB,UTEP,54.0,42.0,25.0,955659,Lamar,,,,0,2021-12-07T20:54:00.000Z,,3.0,Immediate
3290,2022.0,Akeem,Hayes,WR,Arkansas State,17.0,25.0,46.0,1207619,none,,,,0,2021-11-22T22:37:00.000Z,0.8,3.0,Immediate
3291,2022.0,John,Hughes,OT,West Virginia,46.0,42.0,69.0,5495362,none,,,,0,2022-05-13T20:40:00.000Z,,3.0,Immediate
3292,2022.0,Enzo,Jennings,S,Penn State,54.0,85.0,77.0,13793489,none,,,,0,2021-12-02T22:33:00.000Z,,4.0,Immediate
3293,2022.0,Rodney,Groce Jr.,LB,Arizona State,62.0,25.0,25.0,5689877,none,,,,0,2022-05-16T14:56:00.000Z,,3.0,Immediate
3294,2022.0,Malik,Jackson,RB,Louisiana Monroe,,33.0,17.0,0,Louisiana Monroe,,33.0,17.0,0,2022-01-18T18:09:00.000Z,,3.0,Immediate
3295,2022.0,Gabe,Reid,LB,Stanford,25.0,25.0,25.0,0,Utah,71.0,71.0,62.0,7252969,2021-12-07T18:01:00.000Z,0.85,3.0,Immediate
3296,2022.0,Leslie,Smith,LB,Pittsburgh,79.0,69.0,25.0,0,none,,,,0,2021-12-08T19:23:00.000Z,,3.0,Immediate
3297,2022.0,Garnett,Hollis,CB,Northwestern,25.0,8.0,62.0,0,Northwestern,25.0,8.0,62.0,0,2021-11-30T23:02:00.000Z,0.82,3.0,Immediate
3298,2022.0,Andre,Sam,ATH,McNeese,,,,0,Marshall,54.0,69.0,46.0,1462900,2021-12-16T02:00:00.000Z,,0.0,Immediate
3299,2022.0,Juwan,Burgess,S,Indiana,17.0,33.0,25.0,13631160,none,,,,0,2022-02-02T19:45:00.000Z,0.85,3.0,Immediate
3300,2022.0,Drew,Zaubi,QB,Western Kentucky,64.0,64.0,62.0,870548,none,,,,0,2022-04-08T19:55:00.000Z,,0.0,Immediate
3301,2022.0,Jamel,Hamm,CB,UNLV,17.0,42.0,64.0,2772864,none,,,,0,2021-12-10T20:53:00.000Z,,3.0,Immediate
3302,2022.0,Kolbe,Fields,LB,South Carolina,54.0,62.0,42.0,9554700,LSU,46.0,71.0,77.0,20137141,2022-01-24T20:38:00.000Z,0.86,3.0,Immediate
3303,2022.0,Justin,Weller,WR,Penn State,54.0,85.0,77.0,13793489,none,,,,0,2022-01-11T00:14:00.000Z,,2.0,Immediate
3304,2022.0,Jonathan,King,EDGE,Indiana,17.0,33.0,25.0,13631160,Alabama A&M,,,,0,2022-02-13T13:27:00.000Z,,3.0,Immediate
3305,2022.0,Keyshawn,Johnson,LB,Louisiana Monroe,,33.0,17.0,0,none,,,,0,2022-02-03T16:09:00.000Z,,3.0,Immediate
3306,2022.0,Terah,Edwards,DL,Northwestern,25.0,8.0,62.0,0,Illinois,42.0,62.0,42.0,9311667,2021-11-29T17:14:00.000Z,0.84,3.0,Immediate
3307,2022.0,Jahmyr,Gibbs,RB,Georgia Tech,25.0,42.0,54.0,4281809,Alabama,87.0,85.0,86.0,15995406,2021-11-29T19:13:00.000Z,0.98,5.0,Immediate
3308,2022.0,Amaud,Willis-Dalton,LB,Houston,86.0,62.0,33.0,2098333,none,,,,0,2022-02-23T14:32:00.000Z,,3.0,Immediate
3309,2022.0,Frank,Ladson,WR,Clemson,77.0,79.0,69.0,15258374,Miami,57.99999999999999,42.0,54.0,0,2021-12-03T20:56:00.000Z,0.87,3.0,Immediate
3310,2022.0,Isaac,Ellis,IOL,Memphis,50.0,54.0,77.0,2634877,Louisiana Tech,25.0,25.0,25.0,0,2021-12-15T14:06:00.000Z,0.83,3.0,Immediate
3311,2022.0,Knox,Kadum,QB,Virginia Tech,46.0,27.0,54.0,7732903,McNeese,,,,0,2021-12-01T14:21:00.000Z,0.83,3.0,Immediate
3312,2022.0,Jalen,Rayam,LB,UAB,69.0,54.0,33.0,1240957,none,,,,0,2022-01-31T21:52:00.000Z,,3.0,Immediate
3313,2022.0,Jakovi,Bryant,CB,Florida International,,,,229930,none,,,,0,2021-11-08T19:40:00.000Z,0.79,2.0,Immediate
3314,2022.0,TJ,Banks,TE,West Virginia,46.0,42.0,69.0,5495362,Akron,17.0,17.0,17.0,0,2021-12-08T22:02:00.000Z,0.84,3.0,Immediate
3315,2022.0,Dylan,Deveney,TE,Georgia Tech,25.0,42.0,54.0,4281809,Pittsburgh,79.0,69.0,25.0,0,2022-04-02T22:53:00.000Z,,3.0,Immediate
3316,2022.0,Jamree,Kromah,DL,Rutgers,38.0,33.0,54.0,3624816,none,,,,0,2022-01-25T20:53:00.000Z,0.8,3.0,Immediate
3317,2022.0,Tommy,Brown,OT,Alabama,87.0,85.0,86.0,15995406,Colorado,33.0,8.0,33.0,5337719,2022-01-11T21:59:00.000Z,0.82,3.0,Immediate
3318,2022.0,CJ,Coldon,CB,Wyoming,54.0,54.0,69.0,2426393,Oklahoma,85.0,46.0,77.0,14817595,2021-12-26T23:22:00.000Z,0.88,3.0,Immediate
3319,2022.0,Dayton,Wade,WR,Western Kentucky,64.0,64.0,62.0,870548,none,,,,0,2021-10-05T13:06:00.000Z,0.8,3.0,Immediate
3320,2022.0,T.D.,Roof,LB,Appalachian State,71.0,50.0,64.0,1925394,Oklahoma,85.0,46.0,77.0,14817595,2022-01-05T03:07:00.000Z,0.86,3.0,Immediate
3321,2022.0,Jeremy,Mercier,LB,Utah,71.0,71.0,62.0,7252969,Arizona,8.0,42.0,77.0,6414683,2022-01-06T23:05:00.000Z,,3.0,Immediate
3322,2022.0,August,Pitre,WR,Rice,33.0,38.0,46.0,0,Ohio,25.0,71.0,77.0,509427,2022-02-02T19:01:00.000Z,0.81,3.0,Immediate
3323,2022.0,Joseph,Scates,WR,Iowa State,54.0,33.0,54.0,7551312,Memphis,50.0,54.0,77.0,2634877,2021-12-06T16:53:00.000Z,0.86,3.0,Immediate
3324,2022.0,David,Laney,S,East Carolina,57.99999999999999,62.0,17.0,2887971,North Carolina A&T,,,,0,2021-12-31T17:45:00.000Z,0.79,2.0,Immediate
3325,2022.0,Seaburn,Hines,OT,Georgia Southern,25.0,46.0,46.0,844462,none,,,,0,2021-11-02T19:56:00.000Z,0.78,2.0,Immediate
3326,2022.0,Cam'Ron,McCoy,QB,Cincinnati,93.0,69.0,25.0,3984845,Eastern Michigan,54.0,69.0,46.0,0,2022-02-02T15:13:00.000Z,0.79,2.0,Immediate
3327,2022.0,Alec,Ogden,QB,Middle Tennessee,54.0,62.0,33.0,0,none,,,,0,2021-10-19T20:13:00.000Z,,0.0,Immediate
3328,2022.0,Angel,King,ATH,Nevada,62.0,17.0,17.0,2000558,none,,,,0,2021-12-10T20:54:00.000Z,,2.0,Immediate
3329,2022.0,Joshia,Davis,RB,Colorado,33.0,8.0,33.0,5337719,Southern Utah,,,,0,2022-01-11T22:32:00.000Z,0.84,3.0,Immediate
3330,2022.0,X'Zauvea,Gadlin,IOL,Tulsa,54.0,42.0,33.0,0,Liberty,62.0,62.0,93.0,0,2022-02-09T20:56:00.000Z,0.85,3.0,Immediate
3331,2022.0,Jonathan,Hodoh,WR,Louisiana Monroe,,33.0,17.0,0,none,,,,0,2022-01-31T15:14:00.000Z,,2.0,Immediate
3332,2022.0,Nick,Bags,DL,Temple,25.0,25.0,25.0,0,South Florida,17.0,8.0,54.0,2235939,2021-10-19T16:05:00.000Z,0.83,3.0,Immediate
3333,2022.0,Andre,Crump,WR,San Jose State,42.0,57.99999999999999,54.0,1001536,UC Davis,,,,0,2022-01-04T17:36:00.000Z,,3.0,Immediate
3334,2022.0,B.J.,Foster,S,Texas,42.0,62.0,86.0,22272474,Sam Houston State,,,,238669,2021-12-10T15:38:00.000Z,0.83,3.0,Immediate
3335,2022.0,Daniel,Lee,WR,Buffalo,33.0,54.0,25.0,348600,none,,,,0,2021-10-19T15:53:00.000Z,,2.0,Immediate
3336,2022.0,Jordan,Jernigan,WR,Ole Miss,77.0,62.0,85.0,0,none,,,,0,2022-04-27T22:26:00.000Z,,3.0,Immediate
3337,2022.0,DJ,Warnell,S,UCLA,67.0,69.0,62.0,5919423,Arizona,8.0,42.0,77.0,6414683,2021-11-30T16:53:00.000Z,0.85,3.0,Immediate
3338,2022.0,Nick,Moore,QB,Arizona,8.0,42.0,77.0,6414683,none,,,,0,2021-09-20T16:49:00.000Z,,2.0,Immediate
3339,2022.0,Jamie,Pettway,LB,Missouri,46.0,46.0,85.0,7146859,Florida Atlantic,42.0,42.0,33.0,1308349,2021-10-25T16:58:00.000Z,0.81,3.0,Immediate
3340,2022.0,Sean,Dollars,RB,Oregon,71.0,77.0,86.0,10623807,Oregon,71.0,77.0,86.0,10623807,2022-01-13T15:04:00.000Z,0.88,3.0,Immediate
3341,2022.0,Zareon,Hayes,LB,Appalachian State,71.0,50.0,64.0,1925394,Alabama A&M,,,,0,2021-10-22T17:46:00.000Z,,3.0,Immediate
3342,2022.0,Tanner,Hollens,ATH,Colorado State,25.0,25.0,42.0,2586300,none,,,,0,2021-08-31T19:02:00.000Z,,2.0,Immediate
3343,2022.0,Tynan,Tucker,S,Kent State,50.0,42.0,8.0,160201,none,,,,0,2022-01-16T00:58:00.000Z,,3.0,Immediate
3344,2022.0,Jalin,Cooper,WR,Toledo,54.0,64.0,79.0,928243,none,,,,0,2022-04-11T19:24:00.000Z,,3.0,Immediate
3345,2022.0,Devonni,Reed,S,Central Michigan,69.0,33.0,42.0,0,South Carolina,54.0,62.0,42.0,9554700,2022-01-03T14:12:00.000Z,0.91,4.0,Immediate
3346,2022.0,Carlos,Carriere,WR,Maryland,54.0,62.0,62.0,3735112,Central Michigan,69.0,33.0,42.0,0,2021-12-31T15:53:00.000Z,0.84,3.0,Immediate
3347,2022.0,Jakairi,Moses,RB,Western Kentucky,64.0,64.0,62.0,870548,Western Kentucky,64.0,64.0,62.0,870548,2021-11-16T18:19:00.000Z,0.79,2.0,Immediate
3348,2022.0,LeDarrius,Cox,DL,Ole Miss,77.0,62.0,85.0,0,Indiana,17.0,33.0,25.0,13631160,2021-11-29T23:09:00.000Z,0.82,3.0,Immediate
3349,2022.0,Marco,Lee,RB,Virginia Tech,46.0,27.0,54.0,7732903,South Alabama,42.0,77.0,54.0,479267,2022-04-25T17:31:00.000Z,0.84,3.0,Immediate
3350,2022.0,Simi,Bakare,RB,Missouri,46.0,46.0,85.0,7146859,Fresno State,77.0,71.0,69.0,2102800,2022-01-21T20:53:00.000Z,,3.0,Immediate
3351,2022.0,Chris,Martinez,OT,San Diego State,86.0,54.0,33.0,4158476,Arizona State,62.0,25.0,25.0,5689877,2021-12-09T18:49:00.000Z,0.83,3.0,Immediate
3352,2022.0,Justin,Hayes,SDE,Samford,,,,0,none,,,,0,2021-12-13T23:35:00.000Z,,2.0,Immediate
3353,2022.0,Malik,Rodgers,WR,Tulsa,54.0,42.0,33.0,0,none,,,,0,2022-03-21T18:00:00.000Z,,3.0,Immediate
3354,2022.0,Jaymason,Willingham,LB,Utah State,79.0,46.0,46.0,1511795,Portland State,,,,0,2022-04-27T20:07:00.000Z,,3.0,Immediate
3355,2022.0,Eric,Shaw,WR,South Carolina,54.0,62.0,42.0,9554700,none,,,,0,2022-04-18T20:39:00.000Z,,4.0,Immediate
3356,2022.0,Warren,Bryan,DUAL,Air Force,77.0,77.0,69.0,0,none,,,,0,2022-01-14T00:44:00.000Z,0.79,2.0,Immediate
3357,2022.0,Chris,Adimora,S,Texas,42.0,62.0,86.0,22272474,SMU,67.0,54.0,79.0,0,2021-12-10T15:37:00.000Z,0.87,3.0,Immediate
3358,2022.0,Walker,Hankinson,OT,Louisiana Tech,25.0,25.0,25.0,0,none,,,,0,2021-08-11T15:45:00.000Z,,2.0,Immediate
3359,2022.0,Jacob,Cowing,WR,UTEP,54.0,42.0,25.0,955659,Arizona,8.0,42.0,77.0,6414683,2021-12-21T22:23:00.000Z,0.92,4.0,Immediate
3360,2022.0,Matthew,Anderson,OT,Louisiana,93.0,46.0,46.0,1284835,none,,,,0,2021-11-03T19:35:00.000Z,0.79,2.0,Immediate
3361,2022.0,Noah,Arinze,EDGE,Oklahoma,85.0,46.0,77.0,14817595,New Mexico State,17.0,54.0,67.0,680038,2022-05-03T13:55:00.000Z,,3.0,Immediate
3362,2022.0,Leke,Asenuga,IOL,New Mexico,25.0,17.0,33.0,1776472,North Texas,46.0,50.0,42.0,607493,2022-01-10T19:32:00.000Z,0.82,3.0,Immediate
3363,2022.0,Chris,Murray,DL,TCU,42.0,87.0,42.0,0,Sam Houston State,,,,238669,2021-12-15T22:09:00.000Z,,3.0,Immediate
3364,2022.0,Kyle,Wright,LB,Georgia State,62.0,33.0,54.0,781177,Tennessee Tech,,,,0,2022-01-08T23:04:00.000Z,0.85,3.0,Immediate
3365,2022.0,Michael,Washington,RB,Buffalo,33.0,54.0,25.0,348600,Buffalo,33.0,54.0,25.0,348600,2021-12-20T15:25:00.000Z,,2.0,Immediate
3366,2022.0,Slade,Roy,LS,East Carolina,57.99999999999999,62.0,17.0,2887971,LSU,46.0,71.0,77.0,20137141,2021-12-27T21:22:00.000Z,0.75,2.0,Immediate
3367,2022.0,Julius,Lewis,DL,Fresno State,77.0,71.0,69.0,2102800,Jackson State,,,,0,2022-05-10T17:06:00.000Z,,3.0,Immediate
3368,2022.0,Cardavion,Myers,CB,Western Kentucky,64.0,64.0,62.0,870548,none,,,,0,2022-01-19T22:18:00.000Z,,3.0,Immediate
3369,2022.0,Fred,Orr,RB,Tennessee,54.0,85.0,69.0,11602164,none,,,,0,2022-01-13T00:43:00.000Z,,2.0,Immediate
3370,2022.0,Taisun,Phommachanh,QB,Clemson,77.0,79.0,69.0,15258374,Georgia Tech,25.0,42.0,54.0,4281809,2021-12-03T20:59:00.000Z,0.82,3.0,Immediate
3371,2022.0,Chase,Cota,WR,UCLA,67.0,69.0,62.0,5919423,Oregon,71.0,77.0,86.0,10623807,2022-01-17T19:51:00.000Z,0.87,3.0,Immediate
3372,2022.0,Charles,Finley,TE,West Virginia,46.0,42.0,69.0,5495362,none,,,,0,2022-02-15T21:34:00.000Z,,3.0,Immediate
3373,2022.0,Johnquai,Lewis,CB,Kansas,17.0,46.0,69.0,7427957,McNeese,,,,0,2022-04-18T15:30:00.000Z,,3.0,Immediate
3374,2022.0,Cam,Lampkin,CB,Utah State,79.0,46.0,46.0,1511795,Washington State,54.0,54.0,42.0,3216991,2022-03-15T14:41:00.000Z,,3.0,Immediate
3375,2022.0,Larson,Workman,OT,Kansas,17.0,46.0,69.0,7427957,Texas State,33.0,33.0,62.0,599058,2022-04-14T19:56:00.000Z,,3.0,Immediate
3376,2022.0,Kalen,Villanueva,OLB,Illinois,42.0,62.0,42.0,9311667,Louisiana Tech,25.0,25.0,25.0,0,2022-04-25T20:22:00.000Z,,3.0,Immediate
3377,2022.0,Matt,Hayball,P,Florida Atlantic,42.0,42.0,33.0,1308349,Vanderbilt,17.0,42.0,17.0,0,2022-01-19T20:53:00.000Z,,0.0,Immediate
3378,2022.0,Davonte,Pritchard,LB,Kansas State,62.0,71.0,69.0,7121436,South Dakota,,,,0,2022-01-05T17:36:00.000Z,,3.0,Immediate
3379,2022.0,Tre,Allen,LB,Georgia Southern,25.0,46.0,46.0,844462,none,,,,0,2022-02-22T14:36:00.000Z,,3.0,Immediate
3380,2022.0,George,Georgopoulos,P,UMass,,,,0,Mississippi State,54.0,69.0,42.0,6467166,2022-01-26T20:14:00.000Z,,2.0,Immediate
3381,2022.0,Kobe,Singleton,ATH,Southern Utah,,,,0,Liberty,62.0,62.0,93.0,0,2022-02-03T03:26:00.000Z,,3.0,Immediate
3382,2022.0,Aidan,Martin,K,Mississippi State,54.0,69.0,42.0,6467166,none,,,,0,2022-01-25T15:31:00.000Z,,2.0,Immediate
3383,2022.0,Danny,Lockhart,LB,USC,,,,0,Ole Miss,77.0,62.0,85.0,0,2021-11-30T16:12:00.000Z,0.77,2.0,Immediate
3384,2022.0,Chris,Bacon,S,Georgia State,62.0,33.0,54.0,781177,Bowling Green,33.0,46.0,54.0,670821,2021-10-04T20:01:00.000Z,0.8,3.0,Immediate
3385,2022.0,Antwan,Roberts,RB,Wisconsin,69.0,54.0,54.0,8982406,none,,,,0,2021-09-19T17:19:00.000Z,,3.0,Immediate
3386,2022.0,Stephon,Zayas,EDGE,UCF,69.0,64.0,46.0,3308993,none,,,,0,2021-11-01T15:33:00.000Z,0.8,3.0,Immediate
3387,2022.0,Joeseph,Sewell,TE,Middle Tennessee,54.0,62.0,33.0,0,none,,,,0,2021-10-26T17:25:00.000Z,,2.0,Immediate
3388,2022.0,AJ,Abbott,WR,Wisconsin,69.0,54.0,54.0,8982406,none,,,,0,2022-02-01T21:02:00.000Z,,3.0,Immediate
3389,2022.0,Justin,Gardner,CB,Kansas State,62.0,71.0,69.0,7121436,none,,,,0,2022-02-10T15:41:00.000Z,0.84,3.0,Immediate
3390,2022.0,Justin,Moore,DL,Connecticut,,,,0,none,,,,0,2021-11-30T16:12:00.000Z,,3.0,Immediate
3391,2022.0,Larry,Smith III,CB,Indiana,17.0,33.0,25.0,13631160,none,,,,0,2022-04-26T13:56:00.000Z,,3.0,Immediate
3392,2022.0,Jacques,Hunter,DL,Vanderbilt,17.0,42.0,17.0,0,none,,,,0,2022-01-24T15:38:00.000Z,,3.0,Immediate
3393,2022.0,Asa,Barnes,RB,East Carolina,57.99999999999999,62.0,17.0,2887971,Winston-Salem State,,,,0,2022-01-07T18:17:00.000Z,,0.0,Immediate
3394,2022.0,Cedrick,Dort,CB,Kentucky,77.0,54.0,54.0,11254204,Wisconsin,69.0,54.0,54.0,8982406,2022-01-06T20:14:00.000Z,0.86,3.0,Immediate
3395,2022.0,Jonathan,Cruz,K,Charlotte,42.0,25.0,25.0,0,none,,,,0,2022-04-05T16:37:00.000Z,,2.0,Immediate
3396,2022.0,Destin,Coates,RB,Georgia State,62.0,33.0,54.0,781177,Florida A&M,,,,0,2021-10-27T20:15:00.000Z,0.83,3.0,Immediate
3397,2022.0,Kaulin,Parris,K,West Virginia,46.0,42.0,69.0,5495362,none,,,,0,2021-08-24T16:20:00.000Z,,0.0,Immediate
3398,2022.0,Kevin,Williams,IOL,Northern Colorado,,,,0,Nebraska,25.0,33.0,42.0,7973918,2021-12-05T21:08:00.000Z,0.86,3.0,Immediate
3399,2022.0,Zamari,Maxwell,CB,UCF,69.0,64.0,46.0,3308993,Incarnate Word,,,,0,2021-12-27T13:14:00.000Z,0.79,2.0,Immediate
3400,2022.0,Keaton,Altman,OT,McNeese,,,,0,Sam Houston State,,,,238669,2021-12-01T16:56:00.000Z,,0.0,Immediate
3401,2022.0,Chris,Everhart,IOL,Marshall,54.0,69.0,46.0,1462900,East Tennessee State,,,,0,2021-12-23T12:24:00.000Z,0.8,3.0,Immediate
3402,2022.0,Daniel,Foster-Allen,DL,Auburn,46.0,42.0,46.0,11588953,South Alabama,42.0,77.0,54.0,479267,2022-01-12T22:17:00.000Z,0.83,3.0,Immediate
3403,2022.0,Bence,Polgar,OG,Buffalo,33.0,54.0,25.0,348600,Missouri,46.0,46.0,85.0,7146859,2021-12-29T20:26:00.000Z,0.85,3.0,Immediate
3404,2022.0,Jay,Maclin,WR,Missouri,46.0,46.0,85.0,7146859,North Texas,46.0,50.0,42.0,607493,2021-12-08T20:23:00.000Z,0.81,3.0,Immediate
