Unnamed: 0,season,first_name,last_name,position,origin,origin21%,origin22%,origin23%,originNIL,destination,destination21%,destination22%,destination23%,destinationNIL,transfer_date,rating,stars,eligibility
887,2021.0,Skylar,Loving-Black,TE,Iowa State,54.0,33.0,54.0,7551312,San Jose State,42.0,57.99999999999999,54.0,1001536,2021-01-02T00:00:00.000Z,,3.0,Immediate
888,2021.0,Jahmir,Smith,RB,Notre Dame,85.0,69.0,77.0,10946275,Appalachian State,71.0,50.0,64.0,1925394,2021-01-02T00:00:00.000Z,,3.0,Immediate
889,2021.0,Colin,Grunhard,OC,Notre Dame,85.0,69.0,77.0,10946275,Kansas,17.0,46.0,69.0,7427957,2021-01-02T00:00:00.000Z,,0.0,TBD
890,2021.0,Daewood,Davis,WR,Oregon,71.0,77.0,86.0,10623807,Western Kentucky,64.0,64.0,62.0,870548,2021-01-02T00:00:00.000Z,,3.0,TBD
891,2021.0,Jafar,Armstrong,WR,Notre Dame,85.0,69.0,77.0,10946275,Illinois,42.0,62.0,42.0,9311667,2021-01-02T00:00:00.000Z,0.83,3.0,Immediate
892,2021.0,Brandon,Bowen,DL,TCU,42.0,87.0,42.0,11377377,none,,,,none,2021-01-02T00:00:00.000Z,,4.0,Immediate
893,2021.0,Joshua,Hayes,CB,North Dakota State,,,,No Data,Virginia,50.0,30.0,25.0,12780300,2021-01-01T10:56:00.000Z,,2.0,Immediate
894,2021.0,Prather,Hudson,S,Georgia,93.0,100.0,93.0,18326566,Illinois,42.0,62.0,42.0,9311667,2021-01-01T00:00:00.000Z,,0.0,Immediate
895,2021.0,Michael,Lewis,EDGE,Liberty,62.0,62.0,93.0,623589,East Tennessee State,,,,No Data,2021-01-01T00:00:00.000Z,,3.0,TBD
896,2021.0,James,Tunstall,OT,Stony Brook,,,,No Data,Cincinnati,93.0,69.0,25.0,3984845,2021-01-01T00:00:00.000Z,,2.0,TBD
897,2021.0,Isaiah,Johnson-Mack,WR,Bowling Green,33.0,46.0,54.0,670821,none,,,,none,2021-01-01T00:00:00.000Z,,3.0,Immediate
898,2021.0,Tyrese,Chambers,WR,Sacred Heart,,,,No Data,none,,,,none,2021-01-01T00:00:00.000Z,,3.0,Immediate
899,2021.0,Chandler,Morris,DUAL,Oklahoma,85.0,46.0,77.0,14817595,TCU,42.0,87.0,42.0,11377377,2021-01-01T00:00:00.000Z,0.8,3.0,TBD
900,2021.0,Dane,Saltarelli,TE,Oklahoma,85.0,46.0,77.0,14817595,Western Kentucky,64.0,64.0,62.0,870548,2021-01-01T00:00:00.000Z,,2.0,TBD
901,2021.0,Nakia,Watson,RB,Wisconsin,69.0,54.0,54.0,8982406,Washington State,54.0,54.0,42.0,3216991,2021-01-01T00:00:00.000Z,,3.0,TBD
902,2021.0,Brandon,Bowling,WR,Arkansas State,17.0,25.0,46.0,1207619,Utah State,79.0,46.0,46.0,1511795,2021-01-01T00:00:00.000Z,,2.0,Immediate
903,2021.0,Dylan,Pate,CB,Bowling Green,33.0,46.0,54.0,670821,none,,,,none,2020-12-31T00:00:00.000Z,,0.0,TBD
904,2021.0,Ja'Marcus,Ingram,CB,Texas Tech,54.0,62.0,54.0,6986182,Buffalo,33.0,54.0,25.0,348600,2020-12-31T00:00:00.000Z,,0.0,Immediate
905,2021.0,Jason,Harris,WDE,Colorado,33.0,8.0,33.0,5337719,Arizona,8.0,42.0,77.0,6414683,2020-12-31T00:00:00.000Z,0.81,3.0,Immediate
906,2021.0,Peyton,Kemmerlin,PRO,Virginia Tech,46.0,27.0,54.0,7732903,none,,,,none,2020-12-31T00:00:00.000Z,,0.0,TBD
907,2021.0,Darin,Robertson,LB,Kansas,17.0,46.0,69.0,7427957,none,,,,none,2020-12-31T00:00:00.000Z,,0.0,TBD
908,2021.0,Tannor,Park,WR,Arizona State,62.0,25.0,25.0,5689877,none,,,,none,2020-12-31T00:00:00.000Z,,0.0,TBD
909,2021.0,Benedict,Brafi,DL,TCU,42.0,87.0,42.0,11377377,none,,,,none,2020-12-31T00:00:00.000Z,,0.0,Immediate
910,2021.0,Lawrence,Shadd III,WR,Kansas,17.0,46.0,69.0,7427957,Butler C.C.,,,,No Data,2020-12-31T00:00:00.000Z,,0.0,TBD
911,2021.0,Xavier,Benson,LB,Texas Tech,54.0,62.0,54.0,6986182,none,,,,none,2020-12-31T00:00:00.000Z,,0.0,TBD
912,2021.0,Deshaun,Fenwick,APB,South Carolina,54.0,62.0,42.0,9554700,Oregon State,54.0,77.0,62.0,3163423,2020-12-31T00:00:00.000Z,0.8,3.0,TBD
913,2021.0,Heneli,Bloomfield,OG,Utah State,79.0,46.0,46.0,1511795,Oregon State,54.0,77.0,62.0,3163423,2020-12-31T00:00:00.000Z,0.8,3.0,TBD
914,2021.0,Shai,Werts,DUAL,Georgia Southern,25.0,46.0,46.0,844462,Louisville,46.0,62.0,71.0,9443439,2020-12-31T00:00:00.000Z,,2.0,Immediate
915,2021.0,Mekhi,Stevenson,WR,UNLV,17.0,42.0,64.0,2772864,Albany,,,,No Data,2020-12-31T00:00:00.000Z,,3.0,TBD
916,2021.0,Drew,Dixon,WR,Arizona,8.0,42.0,77.0,6414683,none,,,,none,2020-12-31T00:00:00.000Z,,3.0,Immediate
917,2021.0,Chris,Martin,DL,Georgia Tech,25.0,42.0,54.0,4281809,none,,,,none,2020-12-31T00:00:00.000Z,,3.0,Immediate
918,2021.0,Nigel,Brannon,OT,Memphis,50.0,54.0,77.0,2634877,none,,,,none,2020-12-30T00:00:00.000Z,,3.0,TBD
919,2021.0,Jack,Luavasa,TE,Kansas,17.0,46.0,69.0,7427957,none,,,,none,2020-12-30T00:00:00.000Z,,2.0,TBD
920,2021.0,Myles,Mason,S,Arkansas,69.0,54.0,33.0,11544039,Louisiana Tech,25.0,25.0,25.0,623589,2020-12-30T00:00:00.000Z,,3.0,TBD
921,2021.0,Zac,Lefebvre,TE,Buffalo,33.0,54.0,25.0,348600,Western Kentucky,64.0,64.0,62.0,870548,2020-12-30T00:00:00.000Z,,2.0,TBD
922,2021.0,Jack,Lindsey,PRO,Arkansas,69.0,54.0,33.0,11544039,Arkansas Tech,,,,No Data,2020-12-30T00:00:00.000Z,,0.0,Immediate
923,2021.0,Everett,Wormley,WR,Rutgers,38.0,33.0,54.0,3624816,Central Connecticut,,,,No Data,2020-12-30T00:00:00.000Z,,3.0,TBD
924,2021.0,Connor,Blumrick,PRO,Texas A&M,67.0,42.0,54.0,17228714,Virginia Tech,46.0,27.0,54.0,7732903,2020-12-30T00:00:00.000Z,,3.0,Immediate
925,2021.0,Naveon,Mitchell,RB,New Mexico State,17.0,54.0,67.0,680038,Missouri State,,,,No Data,2020-12-29T00:00:00.000Z,,3.0,TBD
926,2021.0,Lakevias,Daniel,CB,Ole Miss,77.0,62.0,85.0,No Data,Southern Mississippi,25.0,54.0,25.0,1500334,2020-12-29T00:00:00.000Z,,3.0,Immediate
927,2021.0,Cortez,Andrews,LB,Maryland,54.0,62.0,62.0,3735112,Florida State,42.0,77.0,93.0,10034191,2020-12-29T00:00:00.000Z,,3.0,TBD
928,2021.0,Zovon,Lindsay,OT,NC State,75.0,62.0,69.0,5935429,Coastal Carolina,85.0,69.0,62.0,367676,2020-12-29T00:00:00.000Z,,3.0,TBD
929,2021.0,Kyle,Bailey,LB,Western Kentucky,64.0,64.0,62.0,870548,none,,,,none,2020-12-29T00:00:00.000Z,,3.0,TBD
930,2021.0,Bentlee,Sanders,S,South Florida,17.0,8.0,54.0,2235939,Nevada,62.0,17.0,17.0,2000558,2020-12-29T00:00:00.000Z,,3.0,TBD
931,2021.0,Darion,Anderson,WR,Georgia Southern,25.0,46.0,46.0,844462,none,,,,none,2020-12-29T00:00:00.000Z,,3.0,Immediate
932,2021.0,Connor,Murphy,DL,USC,,,,11772392,UNLV,17.0,42.0,64.0,2772864,2020-12-29T00:00:00.000Z,,4.0,Immediate
933,2021.0,Andrew,Mevis,K,Fordham,,,,No Data,Iowa State,54.0,33.0,54.0,7551312,2020-12-28T00:00:00.000Z,,3.0,Immediate
934,2021.0,John,Blunt Jr.,CB,Western Kentucky,64.0,64.0,62.0,870548,none,,,,none,2020-12-28T00:00:00.000Z,,2.0,TBD
935,2021.0,Michael,McFarlane,QB,Coastal Carolina,85.0,69.0,62.0,367676,none,,,,none,2020-12-28T00:00:00.000Z,,2.0,Immediate
936,2021.0,James,Bomba,TE,Miami (OH),54.0,46.0,79.0,No Data,Indiana,17.0,33.0,25.0,13631160,2020-12-28T00:00:00.000Z,,3.0,TBD
937,2021.0,Spencer,Owens,TE,Western Kentucky,64.0,64.0,62.0,870548,none,,,,none,2020-12-28T00:00:00.000Z,,3.0,TBD
938,2021.0,Chris,Barrett,TE,Liberty,62.0,62.0,93.0,623589,none,,,,none,2020-12-28T00:00:00.000Z,,0.0,TBD
939,2021.0,Shane,Hooks,WR,Ohio,25.0,71.0,77.0,509427,Jackson State,,,,No Data,2020-12-28T00:00:00.000Z,,3.0,TBD
940,2021.0,Caleb,Biggurs,CB,TCU,42.0,87.0,42.0,11377377,none,,,,none,2020-12-28T00:00:00.000Z,,0.0,TBD
941,2021.0,Christian,Cumber,CB,Colorado State,25.0,25.0,42.0,2586300,none,,,,none,2020-12-28T00:00:00.000Z,,3.0,TBD
942,2021.0,James,Bostic Jr.,WR,Vanderbilt,17.0,42.0,17.0,14642200,none,,,,none,2020-12-28T00:00:00.000Z,,3.0,TBD
943,2021.0,Tahj,Capehart,CB,Maryland,54.0,62.0,62.0,3735112,none,,,,none,2020-12-28T00:00:00.000Z,,3.0,Immediate
944,2021.0,Solomon,Wise,LB,UTSA,86.0,79.0,69.0,1058313,Alcorn State,,,,No Data,2020-12-28T00:00:00.000Z,,3.0,Immediate
945,2021.0,Jamauri,Wakefield,RB,Vanderbilt,17.0,42.0,17.0,14642200,none,,,,none,2020-12-28T00:00:00.000Z,,3.0,TBD
946,2021.0,Quin,Bright,WR,Hawai'i,,,,No Data,Blinn College,,,,No Data,2020-12-27T00:00:00.000Z,,0.0,TBD
947,2021.0,Drake,Anderson,RB,Northwestern,25.0,8.0,62.0,11772392,Arizona,8.0,42.0,77.0,6414683,2020-12-27T00:00:00.000Z,0.81,3.0,Immediate
948,2021.0,Keith,Davis,WR,Arizona State,62.0,25.0,25.0,5689877,Utah Tech,,,,No Data,2020-12-26T00:00:00.000Z,,0.0,TBD
949,2021.0,Colby,Warkentin,EDGE,Fresno State,77.0,71.0,69.0,2102800,none,,,,none,2020-12-26T00:00:00.000Z,,3.0,TBD
950,2021.0,Alex,Hogan,CB,Texas Tech,54.0,62.0,54.0,6986182,Houston,86.0,62.0,33.0,2098333,2020-12-26T00:00:00.000Z,,3.0,TBD
951,2021.0,Jordan,McCloud,QB,South Florida,17.0,8.0,54.0,2235939,Arizona,8.0,42.0,77.0,6414683,2020-12-26T00:00:00.000Z,0.8,3.0,Immediate
952,2021.0,Warren,Thompson,WR,Florida State,42.0,77.0,93.0,10034191,none,,,,none,2020-12-26T00:00:00.000Z,,4.0,Immediate
953,2021.0,Cameron,Jordan,WR,Syracuse,42.0,54.0,46.0,10946275,none,,,,none,2020-12-26T00:00:00.000Z,,3.0,TBD
954,2021.0,Roy,Baker,CB,Buffalo,33.0,54.0,25.0,348600,Eastern Kentucky,,,,No Data,2020-12-26T00:00:00.000Z,,3.0,TBD
955,2021.0,Steven,Hawthorne,EDGE,Cincinnati,93.0,69.0,25.0,3984845,none,,,,none,2020-12-25T00:00:00.000Z,,3.0,TBD
956,2021.0,Charlie,Rogers,TE,San Diego State,86.0,54.0,33.0,4158476,San Jose State,42.0,57.99999999999999,54.0,1001536,2020-12-24T00:00:00.000Z,,2.0,Immediate
957,2021.0,Stanley,King,WR,Rutgers,38.0,33.0,54.0,3624816,Northwestern State,,,,No Data,2020-12-24T00:00:00.000Z,,3.0,TBD
958,2021.0,Tyrese,Black,DL,UCF,69.0,64.0,46.0,3308993,none,,,,none,2020-12-24T00:00:00.000Z,,3.0,TBD
959,2021.0,Boe,Wilson,IOL,Nebraska,25.0,33.0,42.0,7973918,Western Kentucky,64.0,64.0,62.0,870548,2020-12-24T00:00:00.000Z,0.81,3.0,TBD
960,2021.0,Dennis,Jackson,DL,Eastern Michigan,54.0,69.0,46.0,1471894,none,,,,none,2020-12-23T00:00:00.000Z,,3.0,TBD
961,2021.0,Eric,Munoz,LB,Utah State,79.0,46.0,46.0,1511795,Kansas State,62.0,71.0,69.0,7121436,2020-12-23T00:00:00.000Z,,0.0,Immediate
962,2021.0,Mark,Aitken,CB,Northern Illinois,,,,506195,none,,,,none,2020-12-23T00:00:00.000Z,,3.0,TBD
963,2021.0,Quay,Mays,DL,West Virginia,46.0,42.0,69.0,5495362,Arkansas State,17.0,25.0,46.0,1207619,2020-12-23T00:00:00.000Z,,3.0,TBD
964,2021.0,Clive,Truschel,IOL,Fresno State,77.0,71.0,69.0,2102800,Southeast Missouri State,,,,No Data,2020-12-23T00:00:00.000Z,,2.0,TBD
965,2021.0,Triston,Miller,OT,North Carolina,46.0,64.0,62.0,8355617,Arizona State,62.0,25.0,25.0,5689877,2020-12-23T00:00:00.000Z,0.81,3.0,Immediate
966,2021.0,Lance,LeGendre,QB,Maryland,54.0,62.0,62.0,3735112,Louisiana,93.0,46.0,46.0,1284835,2020-12-23T00:00:00.000Z,0.81,3.0,TBD
967,2021.0,David,Nwaogwugwu,OT,Temple,25.0,25.0,25.0,1471894,Rutgers,38.0,33.0,54.0,3624816,2020-12-23T00:00:00.000Z,0.8,3.0,TBD
968,2021.0,Daniel,Carson,DL,Texas,42.0,62.0,86.0,22272474,Western Illinois,,,,No Data,2020-12-23T00:00:00.000Z,,3.0,TBD
969,2021.0,Judge,Culpepper,DL,Penn State,54.0,85.0,77.0,13793489,Toledo,54.0,64.0,79.0,928243,2020-12-23T00:00:00.000Z,,3.0,TBD
970,2021.0,Nykeim,Johnson,WR,Syracuse,42.0,54.0,46.0,10946275,Kent State,50.0,42.0,8.0,160201,2020-12-23T00:00:00.000Z,,3.0,Immediate
971,2021.0,Rhett,Rodriguez,QB,Arizona,8.0,42.0,77.0,6414683,Louisiana Monroe,,33.0,17.0,0,2020-12-23T00:00:00.000Z,,3.0,Immediate
972,2021.0,Mufi,Hunt,EDGE,Utah,71.0,71.0,62.0,7252969,BYU,77.0,62.0,42.0,11377377,2020-12-22T00:00:00.000Z,,3.0,Immediate
973,2021.0,Randal,Grimes,WR,UNLV,17.0,42.0,64.0,2772864,Weber State,,,,No Data,2020-12-22T00:00:00.000Z,,3.0,TBD
974,2021.0,Mohamed,Diallo,DL,Central Michigan,69.0,33.0,42.0,1471894,Professional,,,,No Data,2020-12-22T00:00:00.000Z,,3.0,TBD
975,2021.0,Majon,Wright,WR,Arizona,8.0,42.0,77.0,6414683,Middle Tennessee,54.0,62.0,33.0,No Data,2020-12-22T00:00:00.000Z,,3.0,TBD
976,2021.0,Isaiah,Strong,CB,Washington,33.0,85.0,93.0,9406794,none,,,,none,2020-12-22T00:00:00.000Z,,3.0,TBD
977,2021.0,Jake,Bentley,PRO,Utah,71.0,71.0,62.0,7252969,South Alabama,42.0,77.0,54.0,479267,2020-12-22T00:00:00.000Z,0.8,3.0,TBD
978,2021.0,Khyheem,Waleed,WR,Boise State,57.99999999999999,71.0,56.99999999999999,2765657,Arkansas State,17.0,25.0,46.0,1207619,2020-12-22T00:00:00.000Z,,3.0,Immediate
979,2021.0,Paris,Brown Jr.,RB,Pittsburgh,79.0,69.0,25.0,No Data,none,,,,none,2020-12-22T00:00:00.000Z,,3.0,TBD
980,2021.0,Jamari,Williams,IOL,Arizona,8.0,42.0,77.0,6414683,Middle Tennessee,54.0,62.0,33.0,No Data,2020-12-22T00:00:00.000Z,,3.0,Immediate
981,2021.0,Ben,Lennon,P,Utah,71.0,71.0,62.0,7252969,none,,,,none,2020-12-22T00:00:00.000Z,,2.0,TBD
982,2021.0,Chester,Kimbrough,CB,Florida,46.0,46.0,42.0,15802237,Michigan State,85.0,42.0,33.0,13035471,2020-12-22T00:00:00.000Z,0.82,3.0,Immediate
983,2021.0,MJ,Devonshire,CB,Kentucky,77.0,54.0,54.0,11254204,Pittsburgh,79.0,69.0,25.0,No Data,2020-12-22T00:00:00.000Z,,3.0,TBD
984,2021.0,J.T.,Shrout,PRO,Tennessee,54.0,85.0,69.0,11602164,Colorado,33.0,8.0,33.0,5337719,2020-12-22T00:00:00.000Z,0.8,3.0,Immediate
985,2021.0,Marckell,Grayson,QB,UNLV,17.0,42.0,64.0,2772864,none,,,,none,2020-12-22T00:00:00.000Z,,3.0,TBD
986,2021.0,Marques,Evans,CB,Boise State,57.99999999999999,71.0,56.99999999999999,2765657,none,,,,none,2020-12-22T00:00:00.000Z,,3.0,Immediate
987,2021.0,Pita,Tonga,DT,Utah,71.0,71.0,62.0,7252969,Hawai'i,,,,No Data,2020-12-22T00:00:00.000Z,,3.0,Immediate
988,2021.0,Luke,LaCilento,IOL,San Diego,,,,No Data,North Dakota State,,,,No Data,2020-12-21T00:00:00.000Z,,1.0,TBD
989,2021.0,Logan,Clark,TE,Marshall,54.0,69.0,46.0,1462900,none,,,,none,2020-12-21T00:00:00.000Z,,3.0,TBD
990,2021.0,Jeffrey,Blake,LB,San Diego State,86.0,54.0,33.0,4158476,New Mexico,25.0,17.0,33.0,1776472,2020-12-21T00:00:00.000Z,,3.0,TBD
991,2021.0,Myron,Mitchell,WR,UAB,69.0,54.0,33.0,1240957,UAB,69.0,54.0,33.0,1240957,2020-12-21T00:00:00.000Z,,3.0,Immediate
992,2021.0,Dorian,Holloway,LB,Cincinnati,93.0,69.0,25.0,3984845,none,,,,none,2020-12-21T00:00:00.000Z,,3.0,TBD
993,2021.0,Jesiah,Pierre,LB,Florida,46.0,46.0,42.0,15802237,Texas Tech,54.0,62.0,54.0,6986182,2020-12-21T00:00:00.000Z,0.81,3.0,TBD
994,2021.0,Terrance,Edgeston,LB,Houston,86.0,62.0,33.0,2098333,none,,,,none,2020-12-21T00:00:00.000Z,,3.0,Immediate
995,2021.0,Asher,O'Hara,QB,Middle Tennessee,54.0,62.0,33.0,No Data,Sacramento State,,,,No Data,2020-12-21T00:00:00.000Z,,3.0,TBD
996,2021.0,Zidane,Thomas,RB,San Diego State,86.0,54.0,33.0,4158476,none,,,,none,2020-12-21T00:00:00.000Z,,3.0,TBD
997,2021.0,Khris,Banks,DT,Temple,25.0,25.0,25.0,1471894,Boston College,50.0,25.0,54.0,10946275,2020-12-21T00:00:00.000Z,,3.0,TBD
998,2021.0,Nelson,Jenkins,DL,LSU,46.0,71.0,77.0,20137141,none,,,,none,2020-12-21T00:00:00.000Z,,3.0,TBD
999,2021.0,Chris,Curry,RB,LSU,46.0,71.0,77.0,20137141,South Florida,17.0,8.0,54.0,2235939,2020-12-21T00:00:00.000Z,0.82,3.0,TBD
1000,2021.0,Jeremiah,McDonald,S,Northwestern,25.0,8.0,62.0,11772392,none,,,,none,2020-12-21T00:00:00.000Z,,3.0,TBD
1001,2021.0,Andrew,Leota,EDGE,Northwestern,25.0,8.0,62.0,11772392,Auburn,46.0,42.0,46.0,11588953,2020-12-21T00:00:00.000Z,0.82,3.0,Immediate
1002,2021.0,T.J.,Pledger,RB,Oklahoma,85.0,46.0,77.0,14817595,Utah,71.0,71.0,62.0,7252969,2020-12-21T00:00:00.000Z,0.83,3.0,TBD
1003,2021.0,Jace,Ruder,QB,North Carolina,46.0,64.0,62.0,8355617,North Texas,46.0,50.0,42.0,607493,2020-12-21T00:00:00.000Z,0.81,3.0,Immediate
1004,2021.0,Greg,Francis,CB,UNLV,17.0,42.0,64.0,2772864,North Texas,46.0,50.0,42.0,607493,2020-12-21T00:00:00.000Z,,3.0,TBD
1005,2021.0,Chris,Boudreaux,WR,Rice,33.0,38.0,46.0,1471894,none,,,,none,2020-12-21T00:00:00.000Z,,2.0,TBD
1006,2021.0,Max,Rosenthal,RB,Michigan State,85.0,42.0,33.0,13035471,Illinois,42.0,62.0,42.0,9311667,2020-12-21T00:00:00.000Z,,0.0,Immediate
1007,2021.0,Kyric,McGowan,WR,Northwestern,25.0,8.0,62.0,11772392,Georgia Tech,25.0,42.0,54.0,4281809,2020-12-21T00:00:00.000Z,,3.0,Immediate
1008,2021.0,Caleb,Bonner,LB,Arkansas State,17.0,25.0,46.0,1207619,Arkansas State,17.0,25.0,46.0,1207619,2020-12-21T00:00:00.000Z,,2.0,Immediate
1009,2021.0,Johnny,Jordan,OC,Maryland,54.0,62.0,62.0,3735112,Virginia Tech,46.0,27.0,54.0,7732903,2020-12-21T00:00:00.000Z,0.81,3.0,Immediate
1010,2021.0,Marcus,Minor,OT,Maryland,54.0,62.0,62.0,3735112,Pittsburgh,79.0,69.0,25.0,No Data,2020-12-21T00:00:00.000Z,0.81,3.0,Immediate
1011,2021.0,Noah,Ruggles,K,North Carolina,46.0,64.0,62.0,8355617,Ohio State,85.0,85.0,85.0,20253400,2020-12-21T00:00:00.000Z,,2.0,TBD
1012,2021.0,Timmy,Horne,DL,Charlotte,42.0,25.0,25.0,No Data,Kansas State,62.0,71.0,69.0,7121436,2020-12-21T00:00:00.000Z,0.81,3.0,Immediate
1013,2021.0,Elijah,Hamilton,CB,Vanderbilt,17.0,42.0,17.0,14642200,Louisiana Tech,25.0,25.0,25.0,623589,2020-12-21T00:00:00.000Z,,3.0,Immediate
1014,2021.0,Mason,Moran,S,Oregon State,54.0,77.0,62.0,3163423,Northern Arizona,,,,No Data,2020-12-21T00:00:00.000Z,,3.0,TBD
1015,2021.0,Antwaine,Richardson,S,Maryland,54.0,62.0,62.0,3735112,Kent State,50.0,42.0,8.0,160201,2020-12-21T00:00:00.000Z,,3.0,Immediate
1016,2021.0,Wistar,Allen,ILB,Richmond,,,,No Data,East Carolina,57.99999999999999,62.0,17.0,2887971,2020-12-20T00:00:00.000Z,,3.0,Immediate
1017,2021.0,Drew,Estrada,WR,Dartmouth,,,,No Data,Baylor,86.0,46.0,25.0,11377377,2020-12-20T00:00:00.000Z,,0.0,Immediate
1018,2021.0,Gunner,Maldonado,S,Northwestern,25.0,8.0,62.0,11772392,Arizona,8.0,42.0,77.0,6414683,2020-12-20T00:00:00.000Z,0.82,3.0,Immediate
1019,2021.0,Malik,Washington,WR,Northwestern,25.0,8.0,62.0,11772392,Northwestern,25.0,8.0,62.0,11772392,2020-12-20T00:00:00.000Z,,3.0,TBD
1020,2021.0,Tyreese,Jackson,RB,Colorado State,25.0,25.0,42.0,2586300,none,,,,none,2020-12-20T00:00:00.000Z,,3.0,TBD
1021,2021.0,Sam,Johnson,QB,Boston College,50.0,25.0,54.0,10946275,none,,,,none,2020-12-20T00:00:00.000Z,,3.0,TBD
1022,2021.0,Noah,Massey,WR,Bowling Green,33.0,46.0,54.0,670821,Angelo State,,,,No Data,2020-12-20T00:00:00.000Z,,3.0,TBD
1023,2021.0,Chris,Robison,QB,Florida Atlantic,42.0,42.0,33.0,1308349,Professional,,,,No Data,2020-12-20T00:00:00.000Z,,4.0,TBD
1024,2021.0,Christian,Turner,RB,Michigan,86.0,93.0,100.0,16357054,Wake Forest,79.0,62.0,33.0,10946275,2020-12-19T00:00:00.000Z,0.8,3.0,TBD
1025,2021.0,Darnell,Pratt Jr.,WR,Virginia,50.0,30.0,25.0,12780300,Towson,,,,No Data,2020-12-19T00:00:00.000Z,,2.0,Immediate
1026,2021.0,Jarques,McClellion,CB,Arkansas,69.0,54.0,33.0,11544039,Florida State,42.0,77.0,93.0,10034191,2020-12-19T00:00:00.000Z,0.84,3.0,Immediate
1027,2021.0,Jarrett,Guarantano,DUAL,Tennessee,54.0,85.0,69.0,11602164,Washington State,54.0,54.0,42.0,3216991,2020-12-19T00:00:00.000Z,0.81,3.0,Immediate
1028,2021.0,Michael,Love,WR,Northern Illinois,,,,506195,none,,,,none,2020-12-18T00:00:00.000Z,,3.0,TBD
1029,2021.0,Joshua,Crawford,RB,Central Michigan,69.0,33.0,42.0,1471894,none,,,,none,2020-12-18T00:00:00.000Z,,2.0,TBD
1030,2021.0,Justin,Rice,ILB,Fresno State,77.0,71.0,69.0,2102800,Arkansas State,17.0,25.0,46.0,1207619,2020-08-14T00:00:00.000Z,,3.0,Immediate
1031,2021.0,Devontae,Dobbs,OT,Michigan State,85.0,42.0,33.0,13035471,Memphis,50.0,54.0,77.0,2634877,2020-12-18T00:00:00.000Z,0.81,3.0,TBD
1032,2021.0,Shamar,Nash,WR,Arkansas,69.0,54.0,33.0,11544039,Memphis,50.0,54.0,77.0,2634877,2020-12-18T00:00:00.000Z,0.82,3.0,TBD
1033,2021.0,Fred,Payton,QB,Coastal Carolina,85.0,69.0,62.0,367676,Mercer,,,,No Data,2020-12-18T00:00:00.000Z,,3.0,Immediate
1034,2021.0,Patrick,O'Brien,PRO,Colorado State,25.0,25.0,42.0,2586300,Washington,33.0,85.0,93.0,9406794,2020-12-18T00:00:00.000Z,0.8,3.0,Immediate
1035,2021.0,Jeslord,Boateng,LB,Michigan State,85.0,42.0,33.0,13035471,Akron,17.0,17.0,17.0,1471894,2020-12-18T00:00:00.000Z,,3.0,TBD
1036,2021.0,Davion,Williams,CB,Michigan State,85.0,42.0,33.0,13035471,Western Kentucky,64.0,64.0,62.0,870548,2020-12-18T00:00:00.000Z,,3.0,TBD
1037,2021.0,Coynis,Miller,DL,Auburn,46.0,42.0,46.0,11588953,Jackson State,,,,No Data,2020-12-18T00:00:00.000Z,,4.0,TBD
1038,2021.0,Jamarye,Joiner,WR,Arizona,8.0,42.0,77.0,6414683,Arizona,8.0,42.0,77.0,6414683,2020-12-18T00:00:00.000Z,,3.0,TBD
1039,2021.0,Chris,Coleman,CB,Fresno State,77.0,71.0,69.0,2102800,none,,,,none,2020-12-18T00:00:00.000Z,,2.0,TBD
1040,2021.0,Yusuf,Ali,WR,Middle Tennessee,54.0,62.0,33.0,No Data,Middle Tennessee,54.0,62.0,33.0,No Data,2020-12-18T00:00:00.000Z,,0.0,TBD
1041,2021.0,Jack,Driggers,K,Duke,25.0,69.0,62.0,10946275,Duke,25.0,69.0,62.0,10946275,2020-12-18T00:00:00.000Z,,0.0,Immediate
1042,2021.0,Nathaniel,Emer,OT,Boston College,50.0,25.0,54.0,10946275,none,,,,none,2020-12-18T00:00:00.000Z,,2.0,TBD
1043,2021.0,Shawn,Smith,CB,Virginia,50.0,30.0,25.0,12780300,none,,,,none,2020-12-18T00:00:00.000Z,,3.0,Immediate
1044,2021.0,Rocky,Lombardi,QB,Michigan State,85.0,42.0,33.0,13035471,Northern Illinois,,,,506195,2020-12-18T00:00:00.000Z,0.8,3.0,TBD
1045,2021.0,Linwood,Crump,CB,Temple,25.0,25.0,25.0,1471894,Colorado State,25.0,25.0,42.0,2586300,2020-12-18T00:00:00.000Z,,2.0,Immediate
1046,2021.0,Bryce,Morais,DL,Boston College,50.0,25.0,54.0,10946275,none,,,,none,2020-12-18T00:00:00.000Z,,3.0,TBD
1047,2021.0,Liam,Dobson,IOL,Maine,,,,No Data,Texas State,33.0,33.0,62.0,599058,2020-12-17T00:00:00.000Z,,0.0,TBD
1048,2021.0,Ryan,Silvious,IOL,Temple,25.0,25.0,25.0,1471894,none,,,,none,2020-12-17T00:00:00.000Z,,0.0,TBD
1049,2021.0,Brandon,Pierce,WR,Arizona State,62.0,25.0,25.0,5689877,none,,,,none,2020-12-17T00:00:00.000Z,,3.0,TBD
1050,2021.0,Ryan,Lezzer,WR,Western Michigan,62.0,42.0,33.0,827015,none,,,,none,2020-12-17T00:00:00.000Z,,2.0,Immediate
1051,2021.0,Robert,Congel,OG,Arizona,8.0,42.0,77.0,6414683,Oklahoma,85.0,46.0,77.0,14817595,2020-12-17T00:00:00.000Z,0.8,3.0,Immediate
